v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ecod,anomaly_vote_count,GERCEK_ETIKET_label
9.59,-12.99,-9.58,1.58,-0.43,0.41,-34.98,36.38,1.02,51.96,-40.45,0.8071410157798152,5.0,0
4.17,-13.23,-6.75,2.33,-1.51,1.13,-12.73,34.76,16.3,37.64,-28.13,0.8070786139394214,5.0,0
5.03,-9.56,-14.05,0.05,2.23,0.92,-20.2,1.07,27.62,27.97,-43.89,0.8069108830393391,5.0,0
-5.7,4.49,7.49,-0.44,-2.02,0.62,38.15,-25.89,-34.67,-42.18,114.54,0.8068502492314203,5.0,0
-8.73,5.05,2.35,1.76,-2.25,0.21,44.64,-31.09,-2.5,-65.15,92.98,0.8068215059314215,4.0,0
9.94,-9.82,-9.63,1.09,0.14,-0.42,-36.41,31.36,14.41,53.64,-64.13,0.8066865806264333,5.0,0
-5.29,5.23,4.67,0.11,-2.1,0.6,48.25,-21.23,-22.53,-47.08,113.72,0.805892966180691,5.0,0
3.19,-14.07,-7.59,2.94,-2.38,0.66,-10.23,25.44,11.15,22.88,-10.95,0.8056768749345334,5.0,0
-10.33,4.78,1.86,-0.92,0.98,-0.56,45.36,-36.83,3.38,-79.52,114.25,0.8050507983263614,5.0,0
-1.76,-20.0,-22.64,2.3,-4.14,-1.3,-42.1,17.38,46.33,5.28,-45.32,0.8049703489491643,5.0,0
-0.11,1.92,12.37,0.18,-0.38,0.18,-186.07,-164.61,284.36,-7.31,97.05,0.8049264329489266,4.0,0
5.02,-12.26,-18.37,2.35,-0.87,0.45,-31.24,-10.75,30.37,25.32,-48.41,0.8046895289934032,5.0,0
5.01,-13.07,-9.91,-0.4,1.18,1.38,-20.38,33.15,21.62,49.15,-55.75,0.8045883364729395,5.0,0
-10.24,3.54,-2.21,1.72,-2.13,0.81,50.6,-28.76,10.14,-86.77,13.24,0.8043700027659989,5.0,0
2.77,-16.34,-16.07,3.55,-3.04,0.02,-14.51,17.2,19.39,25.72,-26.65,0.8041515745314783,5.0,0
4.31,-12.53,-10.37,2.22,-1.35,0.86,-12.73,34.76,16.3,41.44,-36.92,0.8040548056763545,5.0,0
9.41,-13.05,-9.43,1.49,-0.46,0.45,-34.98,36.38,1.02,51.9,-40.54,0.8030218010575724,5.0,0
6.61,-7.87,-11.82,-1.24,0.01,-1.82,-57.24,17.2,18.01,21.23,-59.02,0.8029435418058318,5.0,0
9.79,-12.1,-11.46,1.94,-0.77,0.31,-37.48,32.79,9.95,52.79,-47.96,0.8027897405102208,5.0,0
-9.53,3.49,4.34,1.24,-1.79,0.14,44.64,-31.09,-2.5,-61.27,99.0,0.8027708154070451,4.0,0
9.59,-12.99,-9.58,1.58,-0.43,0.41,-34.98,36.38,1.02,51.93,-40.44,0.8027549156327042,5.0,0
-9.6,4.59,4.99,0.28,-1.22,-0.44,37.61,-37.72,-7.54,-60.73,108.84,0.8021718636384879,5.0,0
4.59,-11.16,-12.1,-0.77,-0.57,-1.73,-57.24,17.2,18.01,21.35,-59.12,0.8015424725426882,5.0,0
-7.1,5.07,-1.93,-0.27,-0.02,-0.17,45.91,-23.56,8.14,-84.62,-96.14,0.8010882000191745,5.0,0
-1.3,0.42,8.07,-0.84,1.48,-0.18,282.76,-139.88,-252.42,-7.23,95.39,0.8010027731785322,5.0,0
9.79,-12.1,-11.46,1.94,-0.77,0.31,-37.48,32.79,9.95,52.72,-47.94,0.800892884555421,5.0,0
6.67,-11.86,-15.32,-0.69,1.84,1.3,-22.87,34.23,18.19,47.4,-63.56,0.8008924703276902,5.0,0
4.31,-12.53,-10.37,2.22,-1.35,0.86,-12.73,34.76,16.3,41.57,-36.97,0.8007458751533413,5.0,0
-0.85,-22.73,-13.29,3.28,-2.92,0.27,-14.51,17.2,19.39,25.76,-26.65,0.8006618084602625,5.0,0
-9.53,3.49,4.34,1.24,-1.79,0.14,44.64,-31.09,-2.5,-57.47,104.37,0.8004628161833495,4.0,0
-0.85,-22.73,-13.29,3.28,-2.92,0.27,-14.51,17.2,19.39,28.81,-36.51,0.8004250039825215,5.0,0
9.92,-11.69,-11.23,1.99,-0.81,0.26,-37.48,32.79,9.95,53.02,-51.12,0.7997497523930651,5.0,0
-5.29,5.23,4.67,0.11,-2.1,0.6,48.25,-21.23,-22.53,-46.15,114.15,0.7995387987378949,5.0,0
0.21,-11.95,-14.39,1.62,-0.5,-0.24,-28.39,27.6,29.34,11.87,-22.25,0.7993578551745227,5.0,0
-0.17,1.03,10.38,-0.71,0.72,-0.28,306.76,-16.04,262.0,-5.91,94.51,0.7992248823007863,4.0,0
9.92,-11.69,-11.23,1.99,-0.81,0.26,-37.48,32.79,9.95,53.08,-51.01,0.7988000853846456,5.0,0
9.68,-12.46,-11.8,1.86,-0.69,0.35,-37.48,32.79,9.95,52.66,-48.07,0.7979247293214192,5.0,0
9.41,-13.05,-9.43,1.49,-0.46,0.45,-34.98,36.38,1.02,51.85,-40.4,0.7974548342187234,5.0,0
3.83,-13.05,-12.07,-1.72,0.59,-1.73,-57.24,17.2,18.01,19.36,-54.37,0.797285258424384,5.0,0
-5.7,4.49,7.49,-0.44,-2.02,0.62,38.15,-25.89,-34.67,-41.06,114.53,0.7968943812179786,5.0,0
3.83,-13.05,-12.07,-1.72,0.59,-1.73,-57.24,17.2,18.01,19.16,-54.14,0.7967500641006421,5.0,0
5.47,-15.4,-7.2,-0.39,1.05,-0.84,-21.81,37.09,3.08,51.57,-62.36,0.796549746019774,5.0,0
10.15,-9.59,-8.95,1.49,-0.29,-0.27,-36.41,31.36,14.41,53.71,-63.89,0.7964599205247419,5.0,0
-12.24,4.43,2.49,-1.07,0.79,-0.12,59.25,-33.42,7.36,-83.43,-63.15,0.7963671986310287,4.0,0
-10.19,2.7,5.08,0.95,-1.64,-0.03,44.64,-31.09,-2.5,-57.16,104.5,0.7962521253603955,4.0,0
-9.25,5.67,6.16,0.76,-1.27,-0.26,43.02,-37.0,-8.23,-62.02,109.6,0.7962433860075578,4.0,0
-11.58,3.86,1.2,-1.52,1.53,-0.64,48.79,-35.93,2.5,-84.61,47.23,0.796163286741231,5.0,0
5.02,-12.26,-18.37,2.35,-0.87,0.45,-31.24,-10.75,30.37,25.34,-48.88,0.7959408836031575,5.0,0
-10.58,4.29,0.66,3.02,-3.73,0.14,44.64,-31.09,-2.5,-67.92,85.37,0.7958595291127243,5.0,0
9.68,-12.46,-11.8,1.86,-0.69,0.35,-37.48,32.79,9.95,52.59,-48.19,0.7955360279666276,5.0,0
10.14,-11.29,-11.71,2.05,-0.88,0.2,-37.48,32.79,9.95,53.14,-51.05,0.7954344064168125,5.0,0
3.19,-14.07,-7.59,2.94,-2.38,0.66,-10.23,25.44,11.15,22.86,-10.59,0.7952200625781355,5.0,0
3.28,-17.83,-13.52,1.61,-1.1,-1.74,-19.85,27.95,29.0,49.95,-60.93,0.7951159509135654,5.0,0
4.59,-11.16,-12.1,-0.77,-0.57,-1.73,-57.24,17.2,18.01,21.48,-59.3,0.7950207333929361,5.0,0
5.63,-14.98,-7.77,-0.7,1.3,-0.84,-21.81,37.09,3.08,51.52,-62.8,0.7948076498573605,5.0,0
4.66,-14.18,-8.58,-0.09,0.72,1.31,-20.38,33.15,21.62,49.01,-55.39,0.7945343269423072,5.0,0
5.9,-15.74,-8.84,-0.97,1.46,-0.83,-21.81,37.09,3.08,49.86,-60.75,0.7945258795797642,5.0,0
6.67,-11.86,-15.32,-0.69,1.84,1.3,-22.87,34.23,18.19,47.54,-63.57,0.7942894609594823,5.0,0
-6.68,-6.52,-6.51,2.14,-0.79,2.12,26.79,-34.76,1.54,-72.4,1.55,0.7937619752188526,5.0,0
-6.72,4.11,2.6,1.14,-3.2,0.75,48.25,-21.23,-22.53,-52.08,109.47,0.7931629726005937,4.0,0
-12.24,4.43,2.49,-1.07,0.79,-0.12,59.25,-33.42,7.36,-83.42,-63.31,0.7928210142174469,4.0,0
5.9,-15.74,-8.84,-0.97,1.46,-0.83,-21.81,37.09,3.08,49.73,-60.72,0.7922418678300681,5.0,0
10.14,-11.29,-11.71,2.05,-0.88,0.2,-37.48,32.79,9.95,53.25,-52.63,0.7920776403550996,5.0,0
4.43,-12.53,-19.35,2.31,-1.2,0.54,-31.24,-10.75,30.37,25.36,-49.2,0.7918473686555688,5.0,0
5.63,-14.98,-7.77,-0.7,1.3,-0.84,-21.81,37.09,3.08,51.58,-62.65,0.791805006237074,5.0,0
-9.85,5.92,0.24,-0.27,0.13,-0.02,38.69,-38.44,7.36,-75.21,133.61,0.791777131680634,4.0,0
8.99,-9.59,-10.57,-0.28,-0.1,-0.35,-29.28,33.87,15.44,48.37,-85.8,0.7917743718507221,5.0,0
-8.8,5.28,5.33,0.13,-1.78,-0.56,37.61,-37.72,-7.54,-54.98,105.02,0.7909851745861806,5.0,0
10.24,-10.88,-11.92,2.07,-0.95,0.12,-37.48,32.79,9.95,53.32,-52.79,0.7906241124291259,5.0,0
8.85,-13.1,-9.46,1.43,-0.52,0.49,-34.98,36.38,1.02,50.97,-35.37,0.790474144095218,5.0,0
-10.19,2.7,5.08,0.95,-1.64,-0.03,44.64,-31.09,-2.5,-56.78,104.71,0.7903456125227158,4.0,0
9.72,-12.86,-11.15,1.74,-0.54,0.38,-37.48,32.79,9.95,51.99,-40.46,0.7903167344304994,5.0,0
9.72,-12.86,-11.15,1.74,-0.54,0.38,-37.48,32.79,9.95,52.53,-48.14,0.7900911012498276,5.0,0
10.19,-9.79,-10.44,1.85,-0.74,-0.1,-36.41,31.36,14.41,53.95,-59.47,0.7900215387035568,5.0,0
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.34,0.789888352942275,5.0,0
-9.94,2.43,1.94,0.79,-1.63,-0.24,41.76,-32.88,-1.47,-56.55,104.75,0.7897943700130438,4.0,0
-2.58,-28.37,-11.95,2.45,-2.4,0.76,-14.51,17.2,19.39,28.91,-36.55,0.7895804672068715,5.0,0
-4.38,5.38,9.36,0.2,-1.66,0.08,47.71,-22.49,-30.33,-50.14,104.95,0.7894929830411065,4.0,0
4.87,-10.73,-13.71,-0.35,-1.14,-1.53,-57.24,17.2,18.01,21.53,-59.38,0.7894876992825252,5.0,0
-8.15,6.01,8.59,0.02,-1.11,-0.47,41.76,-32.88,-1.47,-55.91,104.47,0.7893062116283583,4.0,0
-4.7,5.36,9.25,0.1,-1.73,0.11,47.71,-22.49,-30.33,-48.53,105.41,0.789199344331421,4.0,0
-12.2,3.83,1.38,-1.37,1.18,-0.1,59.25,-33.42,7.36,-83.41,-63.51,0.7891550022508641,4.0,0
4.91,-15.53,1.46,0.14,2.32,1.03,-20.2,1.07,27.62,28.27,-43.47,0.7891017335576059,5.0,0
10.19,-9.79,-10.44,1.85,-0.74,-0.1,-36.41,31.36,14.41,53.92,-59.43,0.789021522632979,5.0,0
-4.7,5.36,9.25,0.1,-1.73,0.11,47.71,-22.49,-30.33,-49.39,105.16,0.7888478060591168,4.0,0
10.15,-9.59,-8.95,1.49,-0.29,-0.27,-36.41,31.36,14.41,53.75,-63.74,0.7886829218459527,5.0,0
-10.99,3.21,-1.61,1.82,-2.34,0.8,50.6,-28.76,10.14,-86.46,2.84,0.7879051106980074,5.0,0
-1.25,0.54,9.25,-0.92,1.0,-0.31,166.59,-24.46,-214.97,-6.77,92.37,0.7875527006057569,4.0,0
-1.3,0.42,8.07,-0.84,1.48,-0.18,282.76,-139.88,-252.42,-7.59,94.85,0.7874074788238341,5.0,0
2.66,-15.71,-8.5,3.07,-2.77,0.79,-10.23,25.44,11.15,22.83,-10.39,0.786929463008544,5.0,0
5.47,-15.4,-7.2,-0.39,1.05,-0.84,-21.81,37.09,3.08,51.57,-62.07,0.7868867102724456,5.0,0
10.24,-10.88,-11.92,2.07,-0.95,0.12,-37.48,32.79,9.95,53.7,-59.28,0.7867964277005588,5.0,0
-11.15,5.38,6.46,-0.28,-0.25,-0.4,51.68,-32.34,1.12,-82.53,18.29,0.7866959430455134,5.0,0
-2.58,-28.37,-11.95,2.45,-2.4,0.76,-14.51,17.2,19.39,29.23,-37.2,0.7866511601459564,5.0,0
-11.09,3.9,1.28,-1.55,1.57,-0.64,48.79,-35.93,2.5,-84.61,40.83,0.7865906179764796,5.0,0
7.03,-11.8,-16.01,-0.59,1.64,1.23,-22.87,34.23,18.19,47.66,-63.62,0.7863960326054038,5.0,0
-5.61,4.03,4.87,-0.59,-2.1,0.56,38.15,-25.89,-34.67,-40.14,114.46,0.7863254192032242,5.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-72.15,0.52,0.7863073905245734,5.0,0
-11.69,5.15,6.09,-0.98,0.73,-0.52,48.79,-35.93,2.5,-83.51,13.45,0.7860971693356478,5.0,0
10.2,-10.32,-11.84,2.04,-0.95,0.03,-36.41,31.36,14.41,53.78,-59.35,0.7854045066387806,5.0,0
-11.77,4.2,2.09,-0.73,0.28,-0.12,59.25,-33.42,7.36,-83.55,-62.19,0.7850076547930434,5.0,0
10.2,-10.32,-11.84,2.04,-0.95,0.03,-36.41,31.36,14.41,53.85,-59.52,0.7847689712035383,5.0,0
-8.02,5.54,6.87,0.7,-3.0,-0.17,39.77,-30.55,-5.8,-53.0,105.35,0.7843990705903838,4.0,0
4.29,-14.98,-13.02,0.89,-3.42,-0.59,-11.84,32.43,-15.44,11.37,1.84,0.7843220165453056,5.0,0
4.43,-12.53,-19.35,2.31,-1.2,0.54,-31.24,-10.75,30.37,26.26,-54.42,0.7842877259015413,5.0,0
-3.99,5.36,4.57,-0.78,-1.96,0.5,38.15,-25.89,-34.67,-38.49,114.39,0.7840107992119684,4.0,0
0.21,-11.95,-14.39,1.62,-0.5,-0.24,-28.39,27.6,29.34,13.45,-13.26,0.7839012916429638,5.0,0
8.85,-13.1,-9.46,1.43,-0.52,0.49,-34.98,36.38,1.02,50.93,-35.4,0.7838327262048549,5.0,0
4.87,-10.73,-13.71,-0.35,-1.14,-1.53,-57.24,17.2,18.01,21.06,-60.77,0.7837624595894624,5.0,0
-0.47,-21.0,-3.49,3.26,-3.29,0.84,-10.23,25.44,11.15,20.43,-2.11,0.7836971825932852,5.0,0
4.22,-13.15,-12.2,2.13,-1.33,0.69,-18.42,33.33,20.42,41.7,-37.01,0.7836632477841121,5.0,0
-5.2,5.9,9.47,0.13,-1.97,0.15,47.71,-22.49,-30.33,-47.67,105.7,0.7833995351145984,4.0,0
-0.09,-20.45,-6.81,-0.01,1.87,0.27,-4.18,34.05,10.81,33.65,-26.9,0.7833994045887721,5.0,0
4.66,-14.18,-8.58,-0.09,0.72,1.31,-20.38,33.15,21.62,48.86,-54.97,0.7831759525836528,5.0,0
-9.84,5.5,1.21,-0.77,0.75,-0.54,40.85,-39.51,3.2,-79.26,115.46,0.7830566839823512,5.0,0
5.77,-9.41,-15.03,-0.04,-1.56,-1.21,-57.24,17.2,18.01,21.07,-60.84,0.7829821868889534,5.0,0
-5.61,4.03,4.87,-0.59,-2.1,0.56,38.15,-25.89,-34.67,-39.38,114.4,0.782846633046617,5.0,0
-12.37,1.51,-1.69,2.29,-4.01,0.1,51.68,-32.34,1.12,-77.85,56.93,0.7826452068971395,5.0,0
-1.98,-21.1,2.76,2.82,-3.13,0.59,-10.23,25.44,11.15,18.53,6.38,0.7825955371947738,5.0,0
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.46,0.7825939920037376,5.0,0
-9.84,5.5,1.21,-0.77,0.75,-0.54,40.85,-39.51,3.2,-79.07,116.18,0.782067824432561,5.0,0
-9.94,2.43,1.94,0.79,-1.63,-0.24,41.76,-32.88,-1.47,-56.37,104.75,0.7820676448988134,4.0,0
-10.93,4.69,4.33,-1.41,1.37,-0.61,48.79,-35.93,2.5,-83.93,15.66,0.7818497690319337,5.0,0
-0.91,-0.69,8.53,-0.34,0.26,-0.13,306.76,-16.04,262.0,-5.79,94.9,0.7818137952531459,4.0,0
-11.69,5.15,6.09,-0.98,0.73,-0.52,48.79,-35.93,2.5,-83.3,13.57,0.7817012884380174,5.0,0
-6.37,5.15,2.94,1.54,-3.57,0.71,48.25,-21.23,-22.53,-53.08,108.42,0.7816768053530815,4.0,0
-9.85,5.92,0.24,-0.27,0.13,-0.02,38.69,-38.44,7.36,-75.31,133.57,0.7815090477440387,4.0,0
-7.81,4.82,3.37,1.14,-1.61,-0.15,43.02,-37.0,-8.23,-62.35,109.59,0.7812935439955913,4.0,0
-0.47,-21.0,-3.49,3.26,-3.29,0.84,-10.23,25.44,11.15,20.45,-2.24,0.7807315567267624,5.0,0
-0.91,-0.69,8.53,-0.34,0.26,-0.13,306.76,-16.04,262.0,-5.77,95.2,0.7804289624681339,4.0,0
3.28,-17.83,-13.52,1.61,-1.1,-1.74,-19.85,27.95,29.0,50.12,-61.18,0.7803580790916562,5.0,0
7.03,-11.8,-16.01,-0.59,1.64,1.23,-22.87,34.23,18.19,46.7,-64.6,0.780243834875731,5.0,0
-10.93,4.69,4.33,-1.41,1.37,-0.61,48.79,-35.93,2.5,-83.73,13.3,0.7800708655847503,5.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-71.9,-0.48,0.7800549151285435,5.0,0
-10.72,4.13,2.0,-1.54,1.57,-0.65,48.79,-35.93,2.5,-84.47,30.21,0.7797773314258688,5.0,0
4.26,-12.81,-9.79,-0.38,1.28,-1.72,-14.15,34.76,11.84,45.04,-73.7,0.7797462401803059,5.0,0
-8.8,5.28,5.33,0.13,-1.78,-0.56,37.61,-37.72,-7.54,-54.51,104.8,0.779723042299018,5.0,0
8.42,-13.1,-10.06,1.42,-0.6,0.53,-34.98,36.38,1.02,50.86,-35.46,0.7794647044152061,5.0,0
7.61,-12.89,-12.51,0.68,-0.56,0.7,-39.43,36.56,0.51,52.25,-44.23,0.7794343561233217,5.0,0
4.03,-15.94,-12.66,0.57,-3.06,-0.41,-11.84,32.43,-15.44,11.61,1.55,0.7793131254482878,5.0,0
-3.99,5.36,4.57,-0.78,-1.96,0.5,38.15,-25.89,-34.67,-36.47,114.28,0.7790579571178552,4.0,0
-0.98,-0.21,7.96,0.07,-0.22,0.02,306.76,-16.04,262.0,-5.81,95.54,0.7789599487167788,4.0,0
2.66,-15.71,-8.5,3.07,-2.77,0.79,-10.23,25.44,11.15,20.55,-2.98,0.7788781786740142,5.0,0
4.95,-15.15,-6.98,-0.09,0.73,-0.83,-21.81,37.09,3.08,51.54,-61.75,0.7787263167618832,5.0,0
-7.52,4.05,-2.67,-0.33,0.15,-0.1,45.91,-23.56,8.14,-84.5,-96.01,0.7786379990750062,5.0,0
-11.09,3.9,1.28,-1.55,1.57,-0.64,48.79,-35.93,2.5,-84.57,35.64,0.7786186677291326,5.0,0
4.22,-13.15,-12.2,2.13,-1.33,0.69,-18.42,33.33,20.42,41.85,-37.01,0.7786051248190535,5.0,0
-12.2,3.83,1.38,-1.37,1.18,-0.1,59.25,-33.42,7.36,-84.78,-55.15,0.7785695755163079,4.0,0
-10.72,4.13,2.0,-1.54,1.57,-0.65,48.79,-35.93,2.5,-84.13,18.22,0.7784394337551932,5.0,0
4.26,-12.81,-9.79,-0.38,1.28,-1.72,-14.15,34.76,11.84,45.03,-73.9,0.7784234362190758,5.0,0
-9.77,0.4,-5.98,2.78,-4.28,0.13,51.68,-32.34,1.12,-69.4,80.18,0.7780874544804567,5.0,0
-9.77,0.4,-5.98,2.78,-4.28,0.13,51.68,-32.34,1.12,-76.81,61.6,0.7780002530970729,5.0,0
7.47,-13.19,-12.45,0.21,0.16,0.66,-39.43,36.56,0.51,52.07,-44.2,0.7776679590904909,5.0,0
4.91,-15.53,1.46,0.14,2.32,1.03,-20.2,1.07,27.62,28.57,-43.06,0.7774709131175641,5.0,0
5.77,-9.41,-15.03,-0.04,-1.56,-1.21,-57.24,17.2,18.01,21.04,-60.92,0.7774047986690196,5.0,0
-11.15,5.38,6.46,-0.28,-0.25,-0.4,51.68,-32.34,1.12,-82.3,20.79,0.7772977453972949,5.0,0
-9.13,6.11,3.17,-0.44,0.32,-0.09,38.69,-38.44,7.36,-75.34,133.15,0.777269905462188,4.0,0
8.99,-9.59,-10.57,-0.28,-0.1,-0.35,-29.28,33.87,15.44,48.35,-85.63,0.7772603624372151,5.0,0
-2.71,6.7,6.98,-0.94,-1.81,0.49,38.15,-25.89,-34.67,-35.5,114.23,0.776678472165846,4.0,0
-5.2,5.9,9.47,0.13,-1.97,0.15,47.71,-22.49,-30.33,-46.87,105.97,0.7765030526656647,4.0,0
-1.98,-21.1,2.76,2.82,-3.13,0.59,-10.23,25.44,11.15,18.43,7.33,0.776444113595795,5.0,0
-10.96,4.8,6.73,0.49,-1.37,-0.24,51.68,-32.34,1.12,-81.95,25.95,0.7763884535234606,5.0,0
7.17,-13.21,-9.97,-0.18,0.74,0.62,-34.98,36.74,-0.68,51.75,-42.98,0.776379886856816,5.0,0
-0.3,1.34,10.94,0.21,-0.35,0.04,306.76,-16.04,262.0,-6.07,95.4,0.7755711908375008,4.0,0
1.14,-19.22,-8.33,1.89,-2.91,0.24,-4.71,27.42,-3.77,18.53,7.3,0.7754326640668411,5.0,0
5.27,-10.2,-16.76,0.07,-1.76,-0.83,-57.24,17.2,18.01,20.99,-60.95,0.7753816318337331,5.0,0
4.39,-11.34,-19.98,2.05,-1.48,0.52,-31.24,-10.75,30.37,26.33,-54.65,0.7747064118146308,5.0,0
-2.06,-0.1,8.42,-1.2,2.17,-0.31,83.43,-40.4,-108.35,-9.72,91.85,0.7745494817623142,5.0,0
7.61,-12.89,-12.51,0.68,-0.56,0.7,-39.43,36.56,0.51,52.49,-44.3,0.7743201000768073,5.0,0
-11.77,4.2,2.09,-0.73,0.28,-0.12,59.25,-33.42,7.36,-83.66,-61.19,0.7739716276326509,4.0,0
-2.71,6.7,6.98,-0.94,-1.81,0.49,38.15,-25.89,-34.67,-34.53,114.18,0.7738785463040548,4.0,0
-9.36,2.66,0.62,2.99,-3.9,0.12,51.68,-32.34,1.12,-68.7,83.11,0.7738093748902337,5.0,0
2.31,-18.37,-9.1,-1.65,1.03,-0.83,-8.27,35.66,2.05,41.32,-48.24,0.7736984478852267,5.0,0
7.47,-13.19,-12.45,0.21,0.16,0.66,-39.43,36.56,0.51,51.92,-44.23,0.7735410482138734,5.0,0
8.93,-11.18,-10.45,-0.37,0.08,-0.66,-34.09,37.63,-1.54,62.3,-49.25,0.7734173581993535,5.0,0
-10.99,3.21,-1.61,1.82,-2.34,0.8,50.6,-28.76,10.14,-86.15,-6.21,0.7734138833817471,4.0,0
-7.34,-7.82,-6.56,3.51,-2.63,2.73,32.49,-20.78,4.29,-62.68,-7.78,0.7733848100057648,5.0,0
-9.36,2.66,0.62,2.99,-3.9,0.12,51.68,-32.34,1.12,-69.17,81.38,0.7732846556055736,5.0,0
-1.1,-0.21,8.89,-0.11,-0.11,-0.1,290.88,77.15,262.33,-10.49,95.01,0.773253019795217,4.0,0
-12.76,3.28,0.61,-1.59,1.42,-0.04,59.07,-33.6,6.5,-84.93,-54.47,0.7731332965175783,4.0,0
6.87,-11.95,-11.27,-0.23,-0.25,-0.76,-31.42,38.89,-2.74,62.43,-49.02,0.7731194504738635,5.0,0
4.18,-15.56,-8.9,0.32,0.13,1.21,-18.42,33.33,20.42,48.68,-54.56,0.77302810906415,5.0,0
-0.74,-0.36,10.16,-0.26,0.09,-0.14,290.88,77.15,262.33,-11.27,95.67,0.7728456571048313,4.0,0
-12.09,4.05,9.69,1.34,-2.66,-0.07,51.68,-32.34,1.12,-80.89,37.67,0.7727630768904615,5.0,0
8.42,-13.1,-10.06,1.42,-0.6,0.53,-34.98,36.38,1.02,50.81,-35.62,0.7726886704629455,5.0,0
-0.74,-0.36,10.16,-0.26,0.09,-0.14,290.88,77.15,262.33,-11.18,95.46,0.7726203354257803,4.0,0
3.97,-14.86,-13.54,1.18,-3.71,-0.8,-2.22,33.15,-4.11,11.15,2.23,0.7725641058525136,5.0,0
-8.09,-6.3,-7.02,0.99,0.31,1.72,26.79,-34.76,1.54,-71.66,-1.58,0.7725246151233468,5.0,0
-8.39,4.47,3.29,0.05,-1.84,-0.63,37.61,-37.72,-7.54,-54.02,104.49,0.7720221892352778,5.0,0
-7.39,6.42,8.24,-0.04,-1.75,-0.71,37.61,-37.72,-7.54,-52.1,103.58,0.7719100786309918,4.0,0
6.75,-19.5,-20.36,-0.64,1.36,-0.58,-26.26,29.75,25.56,25.22,-15.25,0.7718909481487568,5.0,0
1.85,-17.54,-7.85,3.18,-3.05,0.86,-10.23,25.44,11.15,20.59,-3.0,0.7717441260759805,5.0,0
-12.09,4.05,9.69,1.34,-2.66,-0.07,51.68,-32.34,1.12,-80.15,43.54,0.7716132119902178,5.0,0
4.29,-14.98,-13.02,0.89,-3.42,-0.59,-11.84,32.43,-15.44,11.83,1.16,0.7715793546212537,5.0,0
-9.13,6.11,3.17,-0.44,0.32,-0.09,38.69,-38.44,7.36,-75.37,132.73,0.771402793007232,4.0,0
1.47,-15.17,-9.21,-1.69,0.55,-1.09,-8.27,35.66,2.05,42.17,-53.55,0.7712238671025198,5.0,0
4.95,-15.15,-6.98,-0.09,0.73,-0.83,-21.81,37.09,3.08,54.32,-64.43,0.7712125926104824,5.0,0
8.93,-11.18,-10.45,-0.37,0.08,-0.66,-34.09,37.63,-1.54,62.14,-49.39,0.7710953604979318,5.0,0
8.43,-12.34,-12.56,1.07,-1.19,0.7,-39.43,36.56,0.51,54.0,-46.92,0.7708691967137762,5.0,0
6.64,-16.8,-14.55,-1.1,1.34,-0.79,-17.36,38.71,-1.2,49.6,-60.68,0.7707374899184316,5.0,0
3.09,-14.32,-12.37,-2.15,1.08,-1.53,-49.23,24.91,12.69,19.01,-54.05,0.7706260759524719,5.0,0
1.14,-19.22,-8.33,1.89,-2.91,0.24,-4.71,27.42,-3.77,18.63,7.39,0.7705334013491038,5.0,0
-7.38,4.05,2.92,0.71,-3.16,-0.08,39.77,-30.55,-5.8,-51.78,105.86,0.7705141923599665,4.0,0
-0.98,-0.21,7.96,0.07,-0.22,0.02,306.76,-16.04,262.0,-5.74,95.5,0.7704255709723593,4.0,0
3.3,-8.56,-32.55,-0.96,-0.69,-1.98,-14.15,34.76,11.84,41.26,-68.14,0.7703973415127501,5.0,0
-9.56,5.98,2.7,-0.56,0.52,-0.51,40.85,-39.51,3.2,-78.5,118.51,0.7700669945978988,5.0,0
3.17,-11.25,-11.11,-0.4,1.38,-1.68,-14.15,34.76,11.84,40.78,-68.28,0.7698457945732803,5.0,0
3.97,-14.86,-13.54,1.18,-3.71,-0.8,-2.22,33.15,-4.11,10.88,2.51,0.7698093614044297,5.0,0
2.31,-18.37,-9.1,-1.65,1.03,-0.83,-8.27,35.66,2.05,41.25,-48.17,0.7697996026747045,5.0,0
4.39,-11.34,-19.98,2.05,-1.48,0.52,-31.24,-10.75,30.37,26.37,-54.52,0.7696559256645015,5.0,0
-9.49,6.02,1.5,-0.62,0.56,-0.53,40.85,-39.51,3.2,-78.67,117.78,0.7696131542306404,5.0,0
7.17,-13.21,-9.97,-0.18,0.74,0.62,-34.98,36.74,-0.68,51.65,-43.01,0.76935041528596,5.0,0
5.27,-10.2,-16.76,0.07,-1.76,-0.83,-57.24,17.2,18.01,20.88,-60.97,0.7693421698872169,5.0,0
-9.56,5.98,2.7,-0.56,0.52,-0.51,40.85,-39.51,3.2,-77.75,122.44,0.7693289222272998,5.0,0
0.6,-23.06,5.29,1.26,1.02,0.92,-20.2,1.07,27.62,29.41,-38.26,0.7690424956449414,5.0,0
6.87,-11.95,-11.27,-0.23,-0.25,-0.76,-31.42,38.89,-2.74,62.66,-48.93,0.7688811556662448,5.0,0
