v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_vae,anomaly_vote_count,GERCEK_ETIKET_label
-2.14,-14.58,-4.28,0.37,0.73,1.36,24.66,19.35,-8.75,-9.56,-15.62,0.5926051039565066,5.0,0
-1.36,-3.42,0.72,0.12,0.06,-1.29,0.0,0.0,0.0,16.52,13.26,0.5925174245277145,4.0,0
-1.37,-17.2,-9.89,-0.02,-0.16,2.5,0.44,36.92,11.15,13.06,-28.77,0.5924360623745373,6.0,0
-7.56,-7.37,-0.97,-1.46,0.42,-2.48,0.0,0.0,0.0,-19.93,-22.56,0.5918309653973269,4.0,0
-1.15,-18.9,-11.94,-0.39,0.52,-2.15,0.0,0.0,0.0,11.25,-48.86,0.5910643966770305,6.0,0
-8.87,-11.35,-4.48,1.29,0.02,1.67,0.0,0.0,0.0,-35.89,-2.23,0.5897107025394623,5.0,0
-2.97,-4.39,0.88,0.22,-0.01,-2.41,0.0,0.0,0.0,17.61,13.03,0.5882227118358065,4.0,0
6.86,-13.32,-13.68,1.75,-2.14,-2.64,-25.19,31.9,23.51,51.26,-60.22,0.587859196191591,6.0,0
7.33,-13.03,-15.25,1.03,-0.36,-0.54,-32.85,31.36,18.87,50.36,-66.8,0.5878061528601354,6.0,0
-1.52,-3.67,0.86,0.12,0.08,-1.22,0.0,0.0,0.0,16.38,13.25,0.5852013113951952,4.0,0
-0.69,-18.1,-9.82,-0.12,0.07,2.39,0.44,36.92,11.15,13.14,-28.76,0.5851499018419158,6.0,0
-17.83,-24.08,-8.21,0.23,-1.45,2.9,0.0,0.0,0.0,-31.48,-10.95,0.5842360752486668,5.0,0
3.15,-17.95,-13.36,0.03,0.04,-1.18,0.0,0.0,0.0,15.54,-49.31,0.583390540583185,6.0,0
-2.37,-19.38,-12.23,-0.51,0.59,-2.23,0.0,0.0,0.0,11.08,-48.95,0.5824313494159087,6.0,0
-0.69,-18.1,-9.82,-0.12,0.07,2.39,0.44,36.92,11.15,13.31,-28.76,0.5797838663405683,6.0,0
-3.05,-8.03,-7.52,0.18,0.15,1.36,0.0,0.0,0.0,-38.41,-14.65,0.579555409692256,4.0,0
-1.37,-10.43,-2.38,0.45,0.54,1.27,24.66,19.35,-8.75,-9.54,-15.6,0.5795014405531672,5.0,0
-7.68,-15.89,-4.95,1.57,-0.92,2.49,0.0,0.0,0.0,-17.36,-15.19,0.5787483232731886,5.0,0
-8.93,-11.11,-3.89,1.32,0.01,1.63,0.0,0.0,0.0,-35.95,-2.26,0.5780694884409568,5.0,0
-0.11,-14.85,-8.6,1.1,0.68,2.61,2.04,38.53,-4.8,0.97,-10.74,0.5776288040075497,6.0,0
-0.66,-1.64,-10.31,0.0,0.0,0.0,3.15,-3.67,39.86,0.38,-80.24,0.576437725257791,2.0,0
-2.99,-4.98,1.91,0.12,-0.07,-1.22,0.0,0.0,0.0,16.24,13.32,0.5756083105369815,4.0,0
-0.36,-19.16,-9.77,-0.2,0.31,2.31,0.44,36.92,11.15,13.97,-28.8,0.5728074701501639,6.0,0
-9.5,4.25,-0.46,-1.03,1.42,0.0,48.07,-23.92,6.06,-86.22,-144.32,0.572018137453945,6.0,0
-7.18,-6.87,-0.17,-1.45,0.42,-2.48,0.0,0.0,0.0,-25.3,-20.45,0.571899906373257,4.0,0
-4.26,2.06,-13.62,0.0,0.0,0.0,0.0,0.0,0.0,-19.14,-90.44,0.5717294488502017,3.0,0
2.98,-18.15,-13.46,0.07,0.01,-1.06,0.0,0.0,0.0,15.7,-49.25,0.5711797914124387,6.0,0
1.1,-15.77,-8.79,0.3,1.08,-0.77,0.0,0.0,0.0,43.72,-62.76,0.570717541107105,6.0,0
-3.0,-4.26,0.9,0.22,0.0,-2.43,0.0,0.0,0.0,17.87,13.07,0.5684838395845363,4.0,0
6.66,-14.65,-14.09,2.06,-2.3,-2.61,-25.19,31.9,23.51,51.4,-60.21,0.568468427610407,6.0,0
-5.28,-20.99,-13.29,-0.82,0.59,-2.28,0.0,0.0,0.0,6.11,-46.66,0.568127185808661,6.0,0
-2.7,-4.67,2.09,0.11,0.05,-1.19,0.0,0.0,0.0,16.03,13.4,0.5666130001949126,4.0,0
-1.04,-6.83,-8.05,0.16,0.26,1.57,0.0,0.0,0.0,-38.37,-15.19,0.5665511344613052,4.0,0
-0.36,-19.16,-9.77,-0.2,0.31,2.31,0.44,36.92,11.15,18.08,-29.03,0.5664133525017748,6.0,0
-8.96,-10.9,-3.6,1.35,0.0,1.59,0.0,0.0,0.0,-36.01,-2.28,0.5663259453693454,5.0,0
-1.37,-10.43,-2.38,0.45,0.54,1.27,24.66,19.35,-8.75,-9.28,-15.58,0.5625452192916857,5.0,0
-7.05,-15.62,-5.67,1.4,-0.84,2.51,0.0,0.0,0.0,-17.38,-15.28,0.5617901414778955,5.0,0
-0.11,-14.85,-8.6,1.1,0.68,2.61,2.04,38.53,-4.8,6.56,-12.78,0.5610636003229172,6.0,0
7.33,-13.03,-15.25,1.03,-0.36,-0.54,-32.85,31.36,18.87,50.25,-66.65,0.5604837179888936,6.0,0
-0.29,-19.73,-8.69,-0.3,0.6,2.25,0.44,36.92,11.15,18.26,-29.04,0.559565915868749,6.0,0
-17.42,-24.13,-7.54,0.03,-1.36,3.23,0.0,0.0,0.0,-31.68,-10.9,0.5572710021238434,5.0,0
2.95,-18.36,-13.44,0.12,-0.03,-0.94,0.0,0.0,0.0,17.28,-49.35,0.5571821245910554,6.0,0
-8.84,-10.49,-3.49,1.38,-0.04,1.56,0.0,0.0,0.0,-39.46,-0.38,0.5570040972291167,4.0,0
-7.08,-6.54,-0.49,-1.46,0.44,-2.49,0.0,0.0,0.0,-25.6,-20.63,0.5568714344412052,4.0,0
-8.69,1.71,-6.17,-0.17,1.47,0.02,54.93,-20.7,5.01,-85.75,-50.3,0.5564951208679424,5.0,0
-5.95,-21.22,-13.17,-0.88,0.51,-2.24,0.0,0.0,0.0,6.08,-46.81,0.5563741668236273,6.0,0
-10.48,5.32,4.16,0.61,-0.71,0.91,49.15,-19.98,8.49,-89.2,-130.04,0.5560823195820765,5.0,0
-2.8,-4.52,2.89,0.1,0.0,-1.21,0.0,0.0,0.0,15.83,13.55,0.5548383608786799,4.0,0
-0.29,-19.73,-8.69,-0.3,0.6,2.25,0.44,36.92,11.15,18.53,-29.06,0.5533970962308649,6.0,0
-8.69,1.71,-6.17,-0.17,1.47,0.02,54.93,-20.7,5.01,-84.91,-57.01,0.5527549124890536,5.0,0
-3.34,-8.95,-9.32,0.14,0.38,1.81,0.0,0.0,0.0,-38.22,-15.62,0.5521268336988306,4.0,0
-8.46,-2.72,-6.18,-2.02,2.37,-0.07,18.6,-40.5,3.94,-67.98,-39.07,0.5505372764518845,6.0,0
-3.59,-19.49,-12.63,-0.4,-0.6,1.77,0.0,0.0,0.0,-9.7,-32.46,0.5493893294459788,5.0,0
6.66,-14.65,-14.09,2.06,-2.3,-2.61,-25.19,31.9,23.51,51.52,-60.17,0.5474617434943668,6.0,0
-3.52,-19.38,-13.08,-0.39,-0.62,1.84,0.0,0.0,0.0,-5.41,-32.11,0.5473525526529207,5.0,0
-2.29,-2.78,1.33,0.22,0.0,-2.42,0.0,0.0,0.0,18.14,13.1,0.546796686858088,4.0,0
-3.44,-19.19,-13.32,-0.39,-0.65,1.9,0.0,0.0,0.0,-5.02,-32.05,0.5467388511106488,5.0,0
-8.76,-10.11,-3.41,1.4,-0.06,1.54,0.0,0.0,0.0,-39.32,-0.51,0.5460081165916848,4.0,0
-0.2,-20.09,-8.25,-0.36,0.85,2.21,0.44,36.92,11.15,18.7,-29.09,0.545787447619346,6.0,0
-3.73,-19.47,-12.54,-0.4,-0.58,1.69,0.0,0.0,0.0,-9.59,-32.48,0.5456166088813827,5.0,0
0.34,-13.89,-9.08,1.29,0.32,2.46,2.04,38.53,-4.8,6.68,-12.7,0.5449841733493564,6.0,0
-3.32,-19.05,-13.34,-0.38,-0.68,1.95,0.0,0.0,0.0,-5.08,-32.02,0.5448398018178485,5.0,0
-4.48,-20.48,-13.08,-0.74,0.63,-2.3,0.0,0.0,0.0,6.05,-46.96,0.5439216184827961,6.0,0
0.92,-15.62,-8.68,0.29,1.13,-0.71,0.0,0.0,0.0,43.73,-62.43,0.5430605084653674,6.0,0
-5.82,-8.75,5.7,-2.09,4.77,-1.51,0.0,0.0,0.0,22.53,6.19,0.541598712671804,6.0,0
-3.21,-18.91,-13.14,-0.37,-0.7,1.99,0.0,0.0,0.0,-5.13,-31.98,0.5415035723226738,5.0,0
-3.2,-16.17,-4.48,0.37,0.38,1.11,32.13,12.54,-4.97,-11.24,-15.47,0.5414851106292822,5.0,0
-7.17,-6.65,-1.77,-1.46,0.44,-2.49,0.0,0.0,0.0,-26.15,-20.66,0.5410983953349638,4.0,0
-2.01,-4.39,0.92,0.12,0.09,-1.18,0.0,0.0,0.0,15.67,13.52,0.5410751956848611,3.0,0
-3.8,-19.41,-12.73,-0.42,-0.54,1.61,0.0,0.0,0.0,-9.68,-32.53,0.5405430741328565,5.0,0
2.95,-18.39,-13.22,0.18,-0.11,-0.83,0.0,0.0,0.0,17.41,-49.27,0.5404732028861855,6.0,0
-6.72,-15.76,-6.8,1.24,-0.8,2.52,0.0,0.0,0.0,-10.57,-19.71,0.5396605071620463,5.0,0
-10.09,1.61,-0.92,0.09,0.3,1.33,76.56,-15.86,6.32,-81.07,-41.1,0.5392102923559444,5.0,0
-0.2,-20.09,-8.25,-0.36,0.85,2.21,0.44,36.92,11.15,18.94,-29.12,0.5381382615759618,6.0,0
-5.41,-10.76,-8.48,0.07,0.53,1.96,0.0,0.0,0.0,-38.0,-15.92,0.5374150968958811,4.0,0
-3.29,-18.68,-13.01,-0.38,-0.71,2.02,0.0,0.0,0.0,-5.19,-31.94,0.5371883284850176,5.0,0
-0.67,-1.64,-10.36,0.0,0.0,0.0,3.15,-3.67,39.86,0.38,-80.24,0.5368877677598601,3.0,0
-8.63,-9.67,-3.32,1.41,-0.11,1.53,0.0,0.0,0.0,-39.19,-0.64,0.5353237519117362,4.0,0
-11.28,0.4,-0.92,0.16,0.01,1.59,76.56,-15.86,6.32,-74.76,-16.78,0.534981094168904,5.0,0
-12.4,-0.55,-1.85,0.17,-0.1,1.73,76.56,-15.86,6.32,-74.15,-16.06,0.534180379484724,5.0,0
7.48,-12.99,-14.54,0.86,0.06,-0.52,-32.85,31.36,18.87,51.54,-65.61,0.5341727007272956,6.0,0
-11.28,0.4,-0.92,0.16,0.01,1.59,76.56,-15.86,6.32,-75.44,-17.67,0.533896156541329,5.0,0
-3.83,-19.34,-12.76,-0.45,-0.46,1.52,0.0,0.0,0.0,-9.56,-32.55,0.5336785917475251,5.0,0
78.02,-76.82,21.23,-1.92,1.52,2.08,0.0,0.0,0.0,-13.95,-34.9,0.5333755258958308,4.0,1
-9.08,3.36,-2.31,-0.46,1.94,-0.21,54.93,-20.7,5.01,-84.31,-60.11,0.5321988243940231,5.0,0
-10.09,1.61,-0.92,0.09,0.3,1.33,76.56,-15.86,6.32,-81.35,-43.96,0.531526796970859,5.0,0
-10.14,1.5,-0.8,0.1,0.13,1.47,76.56,-15.86,6.32,-76.03,-18.71,0.531465366911432,5.0,0
-12.4,-0.55,-1.85,0.17,-0.1,1.73,76.56,-15.86,6.32,-73.5,-15.39,0.5313324862864304,5.0,0
0.34,-13.89,-9.08,1.29,0.32,2.46,2.04,38.53,-4.8,6.65,-12.55,0.530552956259269,6.0,0
-3.5,-19.91,-12.67,-0.64,0.63,-2.28,0.0,0.0,0.0,6.01,-47.11,0.530195540053578,6.0,0
-4.24,2.08,-13.61,0.0,0.0,0.0,0.0,0.0,0.0,-19.14,-90.44,0.529528740720578,3.0,0
78.02,-73.91,27.05,-1.99,1.2,2.87,0.0,0.0,0.0,-13.64,-35.62,0.5281364349587778,5.0,1
-0.34,-19.94,-7.39,-0.36,1.05,2.17,0.44,36.92,11.15,23.46,-29.21,0.5281044673657959,6.0,0
6.43,-15.93,-12.37,2.2,-2.19,-2.48,-25.19,31.9,23.51,51.67,-60.21,0.5271806202663991,6.0,0
-10.14,1.5,-0.8,0.1,0.13,1.47,76.56,-15.86,6.32,-76.75,-20.13,0.5267754432786892,5.0,0
-2.5,-4.84,1.4,0.12,0.07,-1.18,0.0,0.0,0.0,15.5,13.53,0.5266304726951833,2.0,0
-3.35,-18.47,-13.05,-0.37,-0.72,2.05,0.0,0.0,0.0,-0.47,-31.8,0.526264778680066,5.0,0
-14.05,-20.29,-6.74,-0.19,-1.23,3.42,0.0,0.0,0.0,-31.69,-10.91,0.5258551904912802,5.0,0
-7.52,-7.61,-3.63,-1.41,0.34,-2.45,0.0,0.0,0.0,-26.34,-20.75,0.5255061065542882,4.0,0
-13.55,-1.29,-1.39,0.06,-0.13,1.86,84.69,0.8,8.23,-71.77,-14.09,0.5254337301810803,5.0,0
-3.82,-19.04,-12.98,-0.48,-0.38,1.44,0.0,0.0,0.0,-9.44,-32.59,0.5253351588977799,5.0,0
-8.65,-9.77,-3.73,1.4,-0.11,1.52,0.0,0.0,0.0,-38.98,-0.83,0.5245035658060687,4.0,0
-1.09,-0.44,1.13,0.24,-0.06,-2.29,0.0,0.0,0.0,18.44,13.02,0.5238256023221975,4.0,0
78.02,-78.82,34.65,-0.65,0.78,2.13,0.0,0.0,0.0,-14.05,-34.08,0.523160763523009,3.0,1
-10.11,1.83,-0.21,0.0,0.32,1.21,76.56,-15.86,6.32,-81.63,-46.8,0.5221350775839593,5.0,0
2.92,-18.36,-12.87,0.27,-0.22,-0.72,0.0,0.0,0.0,17.53,-49.17,0.5218945854364153,6.0,0
-6.64,-10.96,-6.61,0.04,0.59,2.05,0.0,0.0,0.0,-37.9,-16.19,0.521347106369554,4.0,0
-6.51,-15.86,-7.66,1.1,-0.82,2.53,0.0,0.0,0.0,-10.56,-19.77,0.5208400905421912,5.0,0
-10.71,3.21,0.83,-1.21,1.62,-0.18,48.07,-23.92,6.06,-86.17,-139.58,0.520449072965342,6.0,0
-3.2,-16.17,-4.48,0.37,0.38,1.11,32.13,12.54,-4.97,-11.0,-15.47,0.5203604677289168,5.0,0
-0.34,-19.94,-7.39,-0.36,1.05,2.17,0.44,36.92,11.15,23.56,-29.28,0.5188999789578944,6.0,0
-2.74,-5.7,-5.14,-1.97,4.44,-1.47,0.0,0.0,0.0,22.61,6.37,0.5186552389870922,6.0,0
-3.2,-18.49,-13.29,-0.35,-0.75,2.06,0.0,0.0,0.0,-0.47,-31.75,0.5185024807276128,5.0,0
-4.26,-18.92,-12.91,-0.53,-0.28,1.36,0.0,0.0,0.0,-13.14,-33.78,0.5183704169916993,5.0,0
-13.55,-1.29,-1.39,0.06,-0.13,1.86,84.69,0.8,8.23,-71.08,-13.71,0.5182342143510726,5.0,0
8.08,-12.38,-14.16,-0.13,0.59,-1.39,-22.16,35.66,15.44,48.67,-83.84,0.5173025251164299,6.0,0
-6.44,-21.14,-12.95,-0.92,0.43,-2.19,0.0,0.0,0.0,5.63,-47.07,0.5169911269960367,6.0,0
0.71,-15.7,-8.27,0.29,1.18,-0.65,0.0,0.0,0.0,46.52,-62.62,0.5161394384327577,6.0,0
12.61,-9.18,-20.3,-0.28,0.22,-1.76,-22.16,35.66,15.44,47.23,-80.06,0.5161030596386997,6.0,0
-8.61,-9.69,-3.34,1.4,-0.09,1.53,0.0,0.0,0.0,-38.77,-1.0,0.5141162764578349,4.0,0
8.08,-12.38,-14.16,-0.13,0.59,-1.39,-22.16,35.66,15.44,48.77,-84.11,0.5138577038318071,6.0,0
0.13,-14.67,-8.36,1.37,0.05,2.31,2.04,38.53,-4.8,6.62,-12.4,0.513798179846919,6.0,0
-3.38,-5.57,2.87,0.09,-0.12,-1.26,0.0,0.0,0.0,15.36,13.65,0.5135533309575717,3.0,0
-1.4,-16.22,-7.62,0.36,-0.99,-1.35,0.0,0.0,0.0,19.77,-16.74,0.5135444540961475,5.0,0
-9.56,-2.02,0.5,-0.21,-0.4,1.75,45.73,10.66,11.44,-51.18,-6.72,0.5130285614073603,5.0,0
-9.56,-2.02,0.5,-0.21,-0.4,1.75,45.73,10.66,11.44,-52.26,-5.23,0.5130148376706798,5.0,0
-9.26,-2.17,1.44,-0.23,-0.43,1.83,42.84,20.7,16.98,-50.03,-8.32,0.5129069538517748,5.0,0
-1.01,-16.05,-7.77,0.22,-0.91,-1.25,0.0,0.0,0.0,20.05,-16.79,0.5128672530420919,5.0,0
-9.26,-2.17,1.44,-0.23,-0.43,1.83,42.84,20.7,16.98,-49.01,-8.67,0.5123068671276382,5.0,0
-9.82,-2.15,2.25,-0.15,-0.52,1.66,45.73,10.66,11.44,-53.81,-4.43,0.5122362334511517,5.0,0
12.61,-9.18,-20.3,-0.28,0.22,-1.76,-22.16,35.66,15.44,47.29,-79.79,0.5121604261437737,6.0,0
-10.11,1.83,-0.21,0.0,0.32,1.21,76.56,-15.86,6.32,-81.86,-49.4,0.5117658142549368,5.0,0
-1.66,-16.13,-6.74,0.47,-0.99,-1.46,0.0,0.0,0.0,16.94,-17.74,0.5105220733886303,5.0,0
-3.09,-18.79,-13.35,-0.34,-0.78,2.08,0.0,0.0,0.0,-0.47,-31.71,0.5100885231199261,5.0,0
-9.08,3.36,-2.31,-0.46,1.94,-0.21,54.93,-20.7,5.01,-83.61,-62.97,0.5100874339344753,5.0,0
-9.82,-2.15,2.25,-0.15,-0.52,1.66,45.73,10.66,11.44,-54.52,-3.9,0.509990877644259,4.0,0
-7.81,-8.88,-4.06,-1.33,0.17,-2.37,0.0,0.0,0.0,-26.54,-20.71,0.5095283550425627,4.0,0
-0.32,-19.64,-6.6,-0.37,1.21,2.12,0.44,36.92,11.15,23.65,-29.36,0.5090696990492167,6.0,0
-0.83,-15.96,-5.9,0.12,-0.83,-1.14,0.0,0.0,0.0,20.16,-16.82,0.5090455191322083,5.0,0
-2.18,-16.24,-5.2,0.53,-0.9,-1.56,0.0,0.0,0.0,16.8,-17.74,0.5081211274400861,5.0,0
6.43,-15.93,-12.37,2.2,-2.19,-2.48,-25.19,31.9,23.51,51.07,-59.55,0.5078986613117534,6.0,0
8.99,-9.32,-14.94,-0.24,0.02,-1.21,-22.16,35.66,15.44,48.67,-84.25,0.5076265827861353,6.0,0
-11.57,-1.81,-1.07,-0.1,0.21,1.33,56.01,3.31,15.42,-63.96,-19.28,0.5074473573202006,5.0,0
-9.19,-3.78,-1.09,0.16,0.18,-1.6,61.24,7.07,15.94,-39.49,-9.36,0.5074393518071371,2.0,0
-4.3,-18.62,-12.59,-0.59,-0.16,1.29,0.0,0.0,0.0,-12.99,-33.81,0.5074193107948417,5.0,0
-13.92,-1.54,-1.89,-0.14,-0.08,2.0,84.69,0.8,8.23,-70.34,-13.33,0.5071928691396135,5.0,0
-4.53,-6.27,-0.39,-2.09,4.78,-1.6,0.0,0.0,0.0,22.65,7.08,0.5071187500696842,6.0,0
-9.19,-3.78,-1.09,0.16,0.18,-1.6,61.24,7.07,15.94,-40.1,-9.41,0.5070019349300824,3.0,0
-11.57,-1.81,-1.07,-0.1,0.21,1.33,56.01,3.31,15.42,-64.22,-19.55,0.5063709153391421,5.0,0
-9.93,-4.13,-1.5,0.23,0.07,-1.47,58.71,15.32,16.29,-37.72,-9.09,0.5057315634795031,3.0,0
-12.07,-2.42,-1.71,-0.22,0.3,1.58,56.01,3.31,15.42,-63.69,-19.03,0.5056041832410281,5.0,0
-8.59,-2.36,-2.68,-0.06,-0.82,1.91,42.84,20.7,16.98,-48.2,-8.99,0.5054651487182292,5.0,0
-9.85,-2.63,0.28,-0.18,-0.52,1.55,45.73,10.66,11.44,-55.28,-3.48,0.5051273378506533,4.0,0
-2.73,-16.66,-3.38,0.5,-0.7,-1.66,0.0,0.0,0.0,16.73,-17.76,0.5043362624577131,5.0,0
-8.07,-11.81,-6.58,0.05,0.57,2.12,0.0,0.0,0.0,-41.87,-18.84,0.5042886105942392,4.0,0
-8.66,-9.82,-4.67,1.34,-0.05,1.49,0.0,0.0,0.0,-41.99,0.69,0.5042864866826101,4.0,0
7.48,-12.99,-14.54,0.86,0.06,-0.52,-32.85,31.36,18.87,51.49,-65.46,0.5042182492141154,6.0,0
11.99,-14.3,-18.04,-0.18,0.43,-1.75,-22.16,35.66,15.44,47.33,-79.39,0.5041666218237458,6.0,0
-10.02,-0.32,-1.42,0.02,0.07,1.1,56.01,3.31,15.42,-66.09,-21.36,0.5041298618147803,5.0,0
-8.86,-3.88,-2.33,0.21,0.09,-1.67,61.24,7.07,15.94,-40.73,-9.46,0.5039852179869097,3.0,0
-7.71,-2.09,-7.29,-2.05,2.35,-0.28,18.6,-40.5,3.94,-67.5,-40.21,0.5029924799077476,6.0,0
-8.59,-2.36,-2.68,-0.06,-0.82,1.91,42.84,20.7,16.98,-46.95,-9.32,0.5024469069154253,5.0,0
0.48,2.16,1.25,0.19,-0.02,-1.99,0.0,0.0,0.0,18.83,12.68,0.502349860491756,4.0,0
-6.34,-15.91,-8.72,0.98,-0.89,2.54,0.0,0.0,0.0,-10.69,-19.72,0.5022250398390905,5.0,0
-5.44,-7.84,0.59,-1.91,4.55,-1.61,0.0,0.0,0.0,25.09,0.79,0.5021770067607089,6.0,0
2.87,-18.37,-12.88,0.37,-0.35,-0.63,0.0,0.0,0.0,17.63,-49.08,0.5013676330521947,6.0,0
-6.73,-20.83,-12.7,-0.97,0.35,-2.13,0.0,0.0,0.0,1.6,-44.51,0.5012786466008615,6.0,0
-1.03,-16.01,-3.32,0.1,-0.85,-1.05,0.0,0.0,0.0,20.26,-16.77,0.5012490752158715,5.0,0
-3.2,-19.11,-13.29,-0.31,-0.8,2.1,0.0,0.0,0.0,-0.48,-31.67,0.5008992288490638,5.0,0
-9.85,-2.63,0.28,-0.18,-0.52,1.55,45.73,10.66,11.44,-55.94,-3.08,0.500406100136199,4.0,0
-5.41,-6.98,0.88,-2.0,4.51,-1.64,0.0,0.0,0.0,24.74,0.85,0.5001091881823019,6.0,0
-9.18,-4.41,-2.66,0.33,-0.02,-1.34,58.71,15.32,16.29,-37.16,-9.02,0.4996731872463333,3.0,0
-12.07,-2.42,-1.71,-0.22,0.3,1.58,56.01,3.31,15.42,-63.39,-18.62,0.49957461596303293,5.0,0
-11.06,1.62,-1.23,-0.04,0.28,1.07,76.56,-15.86,6.32,-82.01,-51.99,0.49935988305140117,5.0,0
-8.86,-3.88,-2.33,0.21,0.09,-1.67,61.24,7.07,15.94,-41.5,-9.46,0.4993230141238904,3.0,0
-2.96,-17.74,-3.03,0.42,-0.43,-1.74,0.0,0.0,0.0,16.66,-17.85,0.4992936605759905,5.0,0
-3.28,-5.68,2.94,0.08,-0.17,-1.33,0.0,0.0,0.0,15.17,13.76,0.4991724342353127,3.0,0
0.13,-14.67,-8.36,1.37,0.05,2.31,2.04,38.53,-4.8,6.59,-12.3,0.49881289411799273,6.0,0
8.99,-9.32,-14.94,-0.24,0.02,-1.21,-22.16,35.66,15.44,48.57,-84.29,0.4984685481377118,6.0,0
-0.32,-19.64,-6.6,-0.37,1.21,2.12,0.44,36.92,11.15,23.74,-29.45,0.49846250315845964,6.0,0
-0.67,-1.64,-10.36,0.0,0.0,0.0,3.15,-3.67,39.86,0.38,-80.24,0.4974034881446145,3.0,0
-8.38,-1.39,-1.27,0.03,-1.04,1.95,42.84,20.7,16.98,-45.08,-9.86,0.4963574888969068,5.0,0
11.99,-14.3,-18.04,-0.18,0.43,-1.75,-22.16,35.66,15.44,47.39,-79.54,0.49620968643122876,6.0,0
-10.02,-0.32,-1.42,0.02,0.07,1.1,56.01,3.31,15.42,-66.36,-21.65,0.4961617622713921,5.0,0
-4.27,-16.51,-3.1,0.12,0.36,0.79,32.13,12.54,-4.97,-10.9,-15.45,0.495854503055712,5.0,0
-4.26,-18.47,-11.73,-0.64,-0.06,1.21,0.0,0.0,0.0,-12.83,-33.83,0.4954810213646213,6.0,0
-13.92,-1.54,-1.89,-0.14,-0.08,2.0,84.69,0.8,8.23,-69.56,-12.86,0.4952731503213298,5.0,0
-11.35,-17.17,-5.76,-0.38,-1.08,3.43,0.0,0.0,0.0,-31.91,-10.86,0.4951794803725581,5.0,0
-10.23,-2.25,0.87,-0.28,-0.41,1.4,45.73,10.66,11.44,-56.64,-2.69,0.4946343430544161,4.0,0
-9.52,-4.26,-3.2,0.25,-0.02,-1.68,61.24,7.07,15.94,-42.23,-9.44,0.4932362646097266,3.0,0
-2.67,-18.41,-4.28,0.33,-0.18,-1.8,0.0,0.0,0.0,16.58,-17.95,0.4930176650897443,5.0,0
-9.18,-4.41,-2.66,0.33,-0.02,-1.34,58.71,15.32,16.29,-36.49,-8.93,0.49300394135306386,2.0,0
-8.76,-9.76,-5.15,1.26,0.06,1.46,0.0,0.0,0.0,-41.77,0.4,0.49254452292990236,4.0,0
-8.38,-1.39,-1.27,0.03,-1.04,1.95,42.84,20.7,16.98,-44.02,-10.29,0.4913738119480743,5.0,0
-3.47,-19.24,-13.03,-0.3,-0.81,2.11,0.0,0.0,0.0,-0.1,-31.64,0.4908192531757825,5.0,0
78.9,-75.12,-32.87,0.61,0.0,-0.26,28.22,5.73,14.93,-6.6,-33.16,0.49004544137223804,2.0,1
-7.82,-9.66,-4.45,-1.22,-0.02,-2.25,0.0,0.0,0.0,-31.09,-19.57,0.4899074415756175,4.0,0
-12.58,-3.65,-3.7,-0.28,0.27,1.81,56.01,3.31,15.42,-63.08,-18.22,0.4897082295566601,5.0,0
-1.49,-16.08,-2.34,0.16,-0.96,-0.97,0.0,0.0,0.0,20.37,-16.66,0.48948380289451593,5.0,0
-5.83,-5.73,5.17,-2.18,4.61,-1.55,0.0,0.0,0.0,24.27,1.24,0.4894664303865751,6.0,0
-9.4,5.01,0.26,-0.53,2.08,-0.28,54.93,-20.7,5.01,-82.97,-65.56,0.4888977666626951,5.0,0
-6.87,-20.4,-12.38,-1.02,0.29,-2.07,0.0,0.0,0.0,1.47,-44.59,0.4887651038747836,6.0,0
-8.16,-1.4,3.39,-0.03,-0.84,1.93,42.84,20.7,16.98,-42.85,-10.76,0.4884785936419419,5.0,0
75.7,-65.28,52.83,-0.36,1.14,2.83,0.0,0.0,0.0,-8.0,-31.21,0.4875933037075047,5.0,1
-0.16,-19.3,-6.89,-0.34,1.23,2.07,-10.59,38.35,7.37,23.82,-29.54,0.4874180537684656,6.0,0
-9.23,-11.92,-5.89,0.13,0.45,2.17,0.0,0.0,0.0,-41.69,-18.94,0.4873431178094483,4.0,0
-8.72,1.82,-1.28,0.05,0.03,0.94,54.74,-5.46,13.86,-66.83,-22.12,0.4873379441785568,5.0,0
-4.23,2.07,-13.61,0.0,0.0,0.0,0.0,0.0,0.0,-19.14,-90.44,0.4870765941296294,3.0,0
52.97,63.15,27.99,2.17,1.19,-1.28,0.0,0.0,0.0,-8.44,-31.23,0.48701249556584786,2.0,1
-10.23,-2.25,0.87,-0.28,-0.41,1.4,45.73,10.66,11.44,-57.16,-2.34,0.4867077414767047,4.0,0
-11.06,1.62,-1.23,-0.04,0.28,1.07,76.56,-15.86,6.32,-82.17,-55.07,0.4866259981086197,6.0,0
0.65,-16.09,-8.13,0.31,1.18,-0.6,0.0,0.0,0.0,46.44,-62.22,0.48616657968545823,6.0,0
5.97,-17.03,-9.3,2.09,-1.77,-2.32,-25.19,31.9,23.51,51.15,-59.65,0.48605858694800813,6.0,0
-9.52,-4.26,-3.2,0.25,-0.02,-1.68,61.24,7.07,15.94,-43.12,-9.52,0.48598593827843756,3.0,0
8.03,-8.92,-12.69,-0.28,0.08,-0.89,-22.16,35.66,15.44,48.5,-84.34,0.48555004626101406,6.0,0
-3.09,-5.36,1.99,0.1,-0.27,-1.39,0.0,0.0,0.0,14.98,13.8,0.4852593426641867,3.0,0
