v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_deep_svdd,anomaly_vote_count,GERCEK_ETIKET_label
-1.13,1.61,7.73,-0.01,0.06,-0.11,201.23,81.99,230.27,-10.78,97.72,0.05964551238514652,3.0,0
-0.3,2.17,12.17,0.11,-0.36,0.25,282.76,-139.88,-252.42,-6.66,97.65,0.05960163515373891,5.0,0
-1.13,1.61,7.73,-0.01,0.06,-0.11,201.23,81.99,230.27,-10.73,97.75,0.0594100689894399,3.0,0
-7.03,-4.46,-0.55,-0.2,-0.39,0.42,51.68,26.25,7.1,-28.07,3.82,0.059399560133011495,1.0,0
-14.67,-14.23,-5.72,0.48,-0.95,1.08,45.0,15.68,6.93,-33.35,-5.55,0.05939906408559267,5.0,0
-10.61,0.55,-1.87,-0.08,0.37,0.22,52.76,-3.85,18.89,-65.19,-34.88,0.05930916008396256,3.0,0
-8.09,-5.86,-0.11,-0.1,0.0,0.47,49.87,33.78,18.89,-39.73,-10.01,0.05930566478687251,1.0,0
-9.67,-2.58,-8.35,-0.39,1.42,-0.43,19.67,-37.63,6.34,-41.4,-76.52,0.05929277674004641,6.0,0
-8.18,-3.19,-0.68,-0.89,0.67,0.31,62.86,19.26,-7.88,-36.6,-2.43,0.0592323462225514,1.0,0
44.73,53.72,36.37,3.53,0.16,0.37,0.0,0.0,0.0,-8.56,-31.99,0.05920448489252748,3.0,1
-8.59,-12.5,-7.27,-0.5,0.72,0.43,31.96,8.42,-4.46,-5.39,-22.47,0.05905686944814257,1.0,0
-6.52,-7.76,-9.0,0.12,0.17,-0.02,55.65,2.95,8.84,-54.97,-7.37,0.058692660409966346,1.0,0
-8.51,-9.29,6.66,0.41,-0.57,0.14,0.0,0.0,0.0,23.11,-3.29,0.058607983278360504,5.0,0
-1.28,-78.5,-40.43,-0.12,0.52,-0.09,46.63,17.64,11.61,-36.45,-1.63,0.05846339923486841,2.0,0
-10.18,-5.01,4.7,-0.72,1.66,-0.28,59.44,10.66,9.01,-43.53,-4.59,0.05824686994352027,2.0,0
-10.96,-4.63,4.23,-0.44,0.91,-0.17,76.56,5.28,7.02,-48.61,-6.12,0.05818192906893929,1.0,0
-20.07,78.4,47.92,-0.03,0.06,-0.63,54.93,19.8,14.38,-34.71,-6.59,0.058168944568448414,2.0,0
-9.56,4.88,6.75,0.05,-1.42,-0.13,57.81,-12.81,-4.33,-66.55,73.55,0.05810539538245913,4.0,0
-28.28,18.67,-3.37,-0.03,0.05,0.54,48.25,18.19,7.62,-37.53,-1.11,0.05803117199090183,5.0,0
-5.73,-9.77,-10.27,0.2,-0.3,0.13,57.99,-0.44,12.82,-59.4,-7.79,0.05800109222658817,1.0,0
-1.02,1.22,9.91,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.15,92.94,0.05783172877731318,4.0,0
28.51,-26.04,-7.76,-0.03,0.08,0.09,54.02,17.47,11.09,-34.63,-4.21,0.057825330684216684,3.0,1
-10.42,-3.61,2.48,0.13,0.27,0.09,59.25,0.08,8.84,-54.67,-7.15,0.05769823690526977,1.0,0
-22.52,62.7,65.29,-0.98,-0.04,-0.35,54.02,15.68,11.44,-35.08,-5.48,0.05758781123820166,2.0,0
-0.9,1.45,9.64,0.0,0.0,0.0,-74.22,-161.74,208.43,-8.62,95.25,0.05748862931262689,2.0,0
-41.18,72.49,24.42,0.11,2.25,-3.26,0.0,0.0,0.0,8.13,-30.38,0.05744030143354484,5.0,0
-8.85,-5.52,-14.24,-0.09,0.55,0.42,22.16,-32.61,14.24,-24.3,-71.22,0.057371084446492325,4.0,0
-5.73,-9.77,-10.27,0.2,-0.3,0.13,57.99,-0.44,12.82,-59.07,-8.18,0.05731023137008499,1.0,0
-28.11,78.4,25.46,-0.24,0.35,-0.5,48.97,18.54,11.78,-34.88,-5.48,0.05729102790473219,2.0,0
-5.41,-1.68,14.07,-1.0,1.75,-0.28,53.48,12.99,11.61,-33.24,-8.0,0.05722899901222097,5.0,0
3.64,-12.71,-8.11,2.88,-2.04,0.5,-10.23,25.44,11.15,24.8,-19.54,0.05713683983204788,6.0,0
-7.57,-5.24,-2.04,0.03,0.29,0.08,34.98,-26.88,-6.69,-29.52,-5.06,0.05695346304319111,1.0,0
-11.72,-6.31,-7.89,-0.55,0.33,-0.11,72.95,8.15,7.36,-49.39,-3.41,0.05683136188965403,1.0,0
-9.53,-0.21,-3.11,0.04,0.15,0.23,52.76,-3.85,18.89,-65.15,-32.49,0.05680940719833943,4.0,0
-0.9,1.45,9.64,0.0,0.0,0.0,-74.22,-161.74,208.43,-8.66,95.22,0.05675351000308867,2.0,0
-2.71,6.7,6.98,-0.94,-1.81,0.49,38.15,-25.89,-34.67,-35.5,114.23,0.056665700423893586,5.0,0
-1.3,1.81,7.25,-0.28,0.39,-0.26,290.88,77.15,262.33,-10.61,97.98,0.056614644284008,5.0,0
-9.36,2.66,0.62,2.99,-3.9,0.12,51.68,-32.34,1.12,-69.17,81.38,0.056605986419336875,6.0,0
-8.68,-5.84,-2.71,0.13,-0.27,0.02,54.38,14.96,14.21,-37.21,-8.42,0.05652961808199632,2.0,0
-1.17,1.81,9.9,-0.01,0.03,-0.02,201.23,81.99,230.27,-10.63,97.9,0.05639629615212419,3.0,0
-7.94,-2.88,-0.46,-0.85,0.52,0.18,62.86,19.26,-7.88,-36.21,-1.23,0.0562943630005876,1.0,0
-42.34,44.7,29.36,-0.31,1.05,0.46,51.68,36.65,17.51,-35.92,-5.51,0.05616596020761879,2.0,0
-20.73,-12.33,0.98,1.06,-0.98,0.37,46.81,13.53,7.28,-38.49,-4.79,0.05583668576821638,3.0,0
-11.95,-5.99,-1.68,-0.9,0.94,0.62,64.13,22.31,-3.55,-37.41,-4.74,0.05578724178244198,1.0,0
-4.54,2.85,8.66,0.88,-0.34,0.61,20.83,-38.97,-44.46,-31.85,90.94,0.055661163063491,5.0,0
-9.3,-4.13,5.26,-0.54,1.4,-0.09,55.29,17.64,11.61,-34.52,-6.93,0.05559945568319568,5.0,0
-44.04,3.99,38.53,0.56,-1.23,0.95,49.15,16.57,8.84,-37.68,-5.22,0.055596470212619424,5.0,0
-8.8,-5.25,1.57,0.67,-0.59,0.95,55.83,28.22,21.49,-44.36,-5.23,0.055565526958354476,5.0,0
53.17,-10.37,-51.66,-0.04,0.44,0.61,81.98,15.68,-2.68,-41.87,-0.54,0.05549670037899271,2.0,0
-1.06,0.78,9.11,0.0,0.0,0.0,-232.61,164.07,138.72,-8.33,91.52,0.05544525842444804,3.0,0
-8.48,-6.46,-1.7,-0.32,0.0,0.56,45.18,20.52,3.98,-32.0,0.26,0.055373065152882595,1.0,0
-8.09,-5.86,-0.11,-0.1,0.0,0.47,49.87,33.78,18.89,-39.27,-9.97,0.05536988218194515,1.0,0
-45.88,62.06,34.9,0.71,-0.86,0.36,55.29,19.07,15.08,-34.67,-5.19,0.05532755280220553,2.0,0
-11.4,-4.3,9.4,0.17,0.28,-0.03,55.29,17.64,11.61,-34.58,-6.56,0.055280295099499284,5.0,0
-8.9,-6.78,-1.58,-0.05,-0.19,0.43,49.87,33.78,18.89,-39.19,-10.03,0.055224030461716055,1.0,0
-7.61,-12.68,-5.98,-0.31,1.0,0.45,31.96,8.42,-4.46,-4.17,-17.76,0.05516218988350272,4.0,0
-0.67,-1.64,-10.32,0.0,0.0,0.0,2.97,-4.21,38.65,0.37,-80.24,0.05514465828167263,2.0,0
-0.11,1.92,12.37,0.18,-0.38,0.18,-186.07,-164.61,284.36,-7.31,97.05,0.055064179181000164,5.0,0
-8.16,-3.78,0.39,0.2,0.25,0.1,55.65,2.95,8.84,-54.72,-7.3,0.05504122320878461,1.0,0
-8.16,-3.78,0.39,0.2,0.25,0.1,55.65,2.95,8.84,-54.84,-7.34,0.05503473784808666,1.0,0
-8.68,-5.84,-2.71,0.13,-0.27,0.02,54.38,14.96,14.21,-37.19,-8.13,0.05495199897583955,2.0,0
-11.16,-3.53,7.73,-2.04,2.63,-0.93,79.28,-0.26,-38.22,-47.91,21.24,0.054932423474922644,6.0,0
-10.41,2.77,-0.16,0.96,-0.74,0.17,47.71,-20.52,2.16,-76.68,-19.63,0.054688110935088734,4.0,0
12.94,78.4,21.74,-0.41,0.28,-0.67,56.01,17.29,10.57,-35.73,-2.61,0.05457098403483485,2.0,0
-7.5,-2.56,0.43,-0.79,0.38,0.05,62.86,19.26,-7.88,-36.02,-0.59,0.054560479771438096,1.0,0
-1.34,0.36,8.46,0.35,-0.3,0.14,166.41,92.56,323.02,-10.13,90.63,0.0544952908731477,4.0,0
-2.42,-0.72,11.74,-1.09,1.48,-0.51,166.59,-24.46,-214.97,-9.44,86.28,0.054440413330924524,6.0,0
-0.79,0.95,9.75,-0.03,0.0,-0.01,223.96,245.8,-315.52,-9.22,91.25,0.05443659652161857,5.0,0
-1.28,1.24,11.22,0.0,0.01,-0.03,201.23,81.99,230.27,-10.61,97.85,0.05423965191725066,3.0,0
-8.59,-12.5,-7.27,-0.5,0.72,0.43,31.96,8.42,-4.46,-5.34,-22.39,0.05422180798926798,1.0,0
-11.71,2.23,2.39,0.37,0.14,0.06,47.71,-20.52,2.16,-76.25,-23.04,0.05421100058578194,4.0,0
-6.12,0.45,10.02,-1.07,3.47,0.36,3.69,-26.97,-25.91,-31.05,63.29,0.05415715188264965,6.0,0
-8.17,-11.98,-9.3,0.03,0.1,0.0,29.28,6.09,13.21,-5.96,-33.06,0.05415690385894024,1.0,0
-20.75,-78.02,-39.71,-0.13,0.39,0.33,85.23,21.05,2.5,-41.54,-1.96,0.05395056191180461,2.0,0
-7.03,-4.46,-0.55,-0.2,-0.39,0.42,51.68,26.25,7.1,-27.31,3.49,0.05387501113409879,1.0,0
-1.26,0.86,9.74,0.0,0.01,0.0,-232.61,164.07,138.72,-8.32,91.52,0.05386857629674905,3.0,0
-8.51,-2.54,-6.92,0.22,-0.55,-0.83,66.11,3.13,4.94,-47.01,-0.98,0.05370749408354941,4.0,0
36.81,1.88,-33.47,-0.1,0.08,-0.28,54.74,18.54,11.78,-33.66,-6.52,0.05359817074407869,2.0,0
-7.96,-7.44,-7.32,-0.57,0.05,-0.24,71.16,8.15,6.32,-47.97,-4.78,0.0535453922173222,4.0,0
-6.78,-3.41,1.09,0.52,-1.21,-0.07,60.16,29.66,18.03,-37.25,1.77,0.053523951945553046,1.0,0
-10.77,-9.04,-8.55,-0.42,2.39,-0.18,0.0,0.0,0.0,-39.5,-41.72,0.05341273627704014,5.0,0
-3.51,-5.75,0.45,0.18,-0.04,-2.01,0.0,0.0,0.0,20.36,12.59,0.053371426550328116,3.0,0
-1.64,0.53,8.25,0.41,-0.44,0.18,166.41,92.56,323.02,-10.29,90.19,0.05332569832716323,4.0,0
-1.38,2.52,12.04,-0.35,0.53,-0.13,156.66,186.12,310.19,-10.76,92.69,0.05324442463201432,5.0,0
-6.49,-6.05,-5.87,-0.38,0.4,0.18,45.18,31.99,13.69,-20.71,-4.45,0.053236717524895935,1.0,0
-10.14,1.48,-5.62,-0.09,0.42,0.23,52.4,-3.85,16.12,-65.13,-35.67,0.053212291782550526,4.0,0
-7.98,-9.01,10.13,-0.21,0.64,0.0,0.0,0.0,0.0,23.77,-4.03,0.05318308928728312,6.0,0
-1.01,1.34,9.55,0.0,0.0,0.0,-33.45,-154.93,187.27,-11.1,92.97,0.05314629451068872,4.0,0
-10.42,-3.61,2.48,0.13,0.27,0.09,59.25,0.08,8.84,-54.62,-6.98,0.05310652804261303,1.0,0
-9.56,5.98,2.7,-0.56,0.52,-0.51,40.85,-39.51,3.2,-77.75,122.44,0.05310578397148479,6.0,0
-7.48,-4.59,-4.26,0.38,-0.53,-0.01,55.29,17.64,11.61,-34.55,-7.0,0.05304654764222028,5.0,0
-1.6,1.65,8.83,0.03,0.0,-0.05,201.23,81.99,230.27,-10.65,97.8,0.05300726344246845,3.0,0
-7.2,-7.23,-4.45,0.07,-0.57,0.25,44.46,30.55,20.97,-19.24,-14.05,0.052982263571166074,1.0,0
-7.29,-2.0,-2.81,0.3,-0.9,-0.77,66.11,3.13,4.94,-47.7,-0.71,0.052940816053504376,5.0,0
4.03,-12.05,-10.72,2.96,-1.96,0.33,-14.51,17.2,19.39,24.7,-19.37,0.052916794497944675,6.0,0
10.49,-5.55,-12.01,-0.51,-0.67,-0.27,46.27,16.93,11.61,-32.33,-7.63,0.052818792981505436,5.0,0
-0.67,-1.65,-10.33,0.0,0.0,0.0,3.15,-3.67,39.86,0.37,-80.24,0.05274270481909589,2.0,0
-64.44,66.91,13.54,-0.38,0.32,0.57,89.02,23.03,4.76,-43.13,0.16,0.052628393447247,3.0,0
-15.18,-1.22,-3.83,-0.21,0.71,0.34,56.37,-3.49,15.77,-66.0,-28.64,0.05262178407469434,5.0,0
-17.71,-78.02,-43.4,-0.21,0.15,0.31,83.07,22.49,6.67,-41.25,-2.95,0.05252778768185893,2.0,0
-8.85,-6.09,-7.53,0.31,0.89,1.43,26.79,-34.76,1.54,-71.31,-5.71,0.05245341731328865,6.0,0
61.4,-56.24,-1.18,0.7,0.76,-0.54,28.93,6.45,12.18,-1.67,-31.35,0.052417816724924744,2.0,0
-60.17,78.4,5.33,0.77,0.08,0.27,49.15,15.86,8.14,-36.91,0.7,0.05231017443504003,2.0,0
-62.62,77.7,19.84,1.12,-0.04,0.48,45.0,15.32,7.28,-40.06,3.55,0.05223459609914428,5.0,0
-1.6,1.65,8.83,0.03,0.0,-0.05,201.23,81.99,230.27,-10.69,97.78,0.052223242124891205,3.0,0
-0.64,10.93,73.05,-0.09,-0.24,-0.06,9.28,-14.96,17.59,-18.39,88.1,0.05219222078908811,5.0,0
-31.07,78.4,48.7,-0.21,-0.04,-0.77,51.68,17.29,7.1,-35.47,-4.52,0.052177284250143535,2.0,0
-0.8,0.72,8.3,0.04,0.17,-0.05,166.41,92.56,323.02,-10.35,90.59,0.05216226503662916,4.0,0
-42.34,44.7,29.36,-0.31,1.05,0.46,51.68,36.65,17.51,-36.61,-5.83,0.052155646478013185,2.0,0
-32.46,61.87,9.4,1.07,1.15,0.4,55.11,35.75,19.76,-37.32,-5.6,0.05210662045811946,2.0,0
-7.65,-9.12,2.74,0.81,-1.44,0.16,0.0,0.0,0.0,21.52,-0.17,0.052067689921805126,5.0,0
-16.6,-2.37,-7.03,0.26,-0.74,-0.31,48.25,18.19,7.62,-36.68,-2.6,0.0520002917752883,3.0,0
-1.01,1.34,9.55,0.0,0.0,0.0,-33.45,-154.93,187.27,-11.05,93.01,0.05188853872207167,4.0,0
-1.37,-10.43,-2.38,0.45,0.54,1.27,24.66,19.35,-8.75,-9.28,-15.58,0.051883371561458926,5.0,0
-11.31,2.74,3.54,0.62,-0.26,0.09,47.71,-20.52,2.16,-76.52,-20.77,0.05181663481150054,4.0,0
-1.11,0.88,9.57,0.0,0.0,0.0,-232.61,164.07,138.72,-8.29,91.52,0.05175888203146084,3.0,0
-0.99,1.06,9.03,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.33,92.81,0.05168668875989539,5.0,0
-0.98,-78.5,-9.07,-0.22,0.17,0.04,51.86,15.32,13.17,-34.09,-6.74,0.051580860717514714,2.0,0
-9.94,3.45,-2.65,1.05,-0.8,0.3,47.71,-20.52,2.16,-77.16,-17.14,0.05153638639199185,4.0,0
-7.37,-6.12,3.83,0.73,-1.25,-0.27,60.16,29.66,18.03,-37.28,0.93,0.05147509697757721,1.0,0
-8.5,-9.01,8.27,0.12,-0.03,0.08,0.0,0.0,0.0,23.45,-3.65,0.0514628335830563,6.0,0
-9.93,2.54,-6.31,0.49,-0.76,0.79,49.15,-19.98,8.49,-87.61,175.9,0.05145787310886806,6.0,0
4.03,-12.05,-10.72,2.96,-1.96,0.33,-14.51,17.2,19.39,24.63,-19.29,0.05143443027529699,6.0,0
-1.07,1.29,9.68,0.0,0.0,0.0,-33.45,-154.93,187.27,-10.61,93.31,0.05141742227907566,2.0,0
-8.54,-0.13,-4.19,-1.71,2.95,-0.69,17.71,-39.96,3.43,-49.58,-71.51,0.0512916421071823,6.0,0
-33.9,67.29,15.66,0.1,-0.18,0.17,74.05,9.94,-2.34,-46.54,1.25,0.05124296056466276,2.0,0
0.33,-8.3,-5.21,1.55,-3.15,0.28,0.0,0.0,0.0,1.2,17.56,0.051229369783993325,5.0,0
-7.57,-3.85,1.64,-0.63,0.74,0.33,44.82,21.23,0.52,-30.15,2.62,0.05121974278964282,1.0,0
-10.32,3.37,6.52,0.17,-1.67,-0.06,58.71,-10.84,-12.82,-65.35,74.94,0.051006598562624995,4.0,0
-10.41,2.77,-0.16,0.96,-0.74,0.17,47.71,-20.52,2.16,-76.92,-17.78,0.0509852042211724,4.0,0
0.02,-78.5,-18.47,0.07,-0.09,0.2,51.86,19.98,13.17,-34.17,-5.33,0.05097502146999155,5.0,0
-7.45,-5.12,0.41,-0.04,-0.02,0.49,49.87,33.78,18.89,-39.89,-9.9,0.050968513144135315,1.0,0
-8.54,-0.13,-4.19,-1.71,2.95,-0.69,17.71,-39.96,3.43,-49.75,-71.4,0.0509288431297244,6.0,0
-23.66,-78.5,-31.7,-0.09,0.5,0.18,49.87,18.37,9.52,-37.38,-2.56,0.05086547766500135,2.0,0
-0.87,1.19,10.22,-0.07,0.12,-0.02,208.08,181.64,306.55,-8.37,92.51,0.05085855137326444,4.0,0
-42.9,32.81,44.13,1.39,1.46,0.39,50.42,34.67,20.8,-37.51,-5.4,0.050838562499498516,5.0,0
-10.38,-4.44,-0.1,-0.42,0.56,-0.22,71.16,8.15,6.32,-47.49,-5.67,0.05079621474763228,4.0,0
-9.67,-4.68,-2.83,1.11,-0.89,-0.07,72.95,33.42,39.0,-41.52,-12.53,0.050768955104755265,3.0,0
-12.87,-2.5,1.88,-0.13,1.02,0.35,55.83,28.22,21.49,-41.33,-7.69,0.05061181371271629,3.0,0
-2.71,6.7,6.98,-0.94,-1.81,0.49,38.15,-25.89,-34.67,-34.53,114.18,0.05052481710012428,5.0,0
-12.87,-2.5,1.88,-0.13,1.02,0.35,55.83,28.22,21.49,-41.56,-8.11,0.05051889208928833,3.0,0
-8.46,-2.72,-6.18,-2.02,2.37,-0.07,18.6,-40.5,3.94,-67.98,-39.07,0.05048219835939036,6.0,0
-0.95,0.56,8.47,0.02,-0.04,0.05,-37.6,-156.19,188.14,-11.4,92.7,0.050291229289206596,5.0,0
-9.5,4.25,-0.46,-1.03,1.42,0.0,48.07,-23.92,6.06,-86.4,-149.07,0.05026681732595616,6.0,0
-28.28,18.67,-3.37,-0.03,0.05,0.54,48.25,18.19,7.62,-38.28,-1.22,0.05020019080875751,5.0,0
-18.19,-8.39,-0.34,0.37,0.14,-0.08,71.16,8.15,6.32,-49.7,-6.06,0.050187546192609164,1.0,0
-1.28,1.24,11.22,0.0,0.01,-0.03,201.23,81.99,230.27,-10.6,97.8,0.05016568795495934,3.0,0
-9.75,4.82,-6.44,-0.32,0.89,-0.35,41.58,-18.89,14.38,-58.65,-75.92,0.050036508939640706,6.0,0
-6.06,-4.88,2.41,-0.05,-0.54,0.31,51.68,26.25,7.1,-27.1,3.48,0.050017351404604476,1.0,0
-7.52,-12.58,-5.82,-0.3,1.1,0.46,31.96,8.42,-4.46,-4.13,-17.63,0.04997217893826994,4.0,0
-6.11,-1.57,-2.6,0.27,-1.0,-0.78,64.48,-5.28,-1.12,-51.01,-7.07,0.04987566556408717,5.0,0
-10.38,-4.44,-0.1,-0.42,0.56,-0.22,71.16,8.15,6.32,-47.32,-6.05,0.04984256358494401,4.0,0
4.57,-18.23,-10.17,0.32,-0.33,0.3,-49.58,19.53,9.26,36.34,-19.75,0.0497994350176963,6.0,0
-8.17,-11.98,-9.3,0.03,0.1,0.0,29.28,6.09,13.21,-5.87,-33.1,0.04964646869143241,1.0,0
-7.29,-2.0,-2.81,0.3,-0.9,-0.77,66.11,3.13,4.94,-50.2,-5.52,0.049642817231266075,5.0,0
-1.04,1.37,9.57,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.2,92.92,0.04961006432252875,4.0,0
-74.93,78.4,21.27,0.57,-0.04,0.52,54.02,17.47,10.4,-37.28,-3.99,0.049564818367687724,2.0,0
-9.61,1.36,1.68,-1.4,1.46,0.47,54.02,-6.9,15.6,-62.85,-45.9,0.04955894388019999,5.0,0
-25.9,1.75,3.37,0.93,-0.9,0.97,48.07,18.37,15.42,-32.83,-5.28,0.049530756444928506,5.0,0
-2.12,-1.05,6.9,-0.05,0.06,0.05,208.08,181.64,306.55,-8.34,92.83,0.04944943681946304,3.0,0
3.64,-12.71,-8.11,2.88,-2.04,0.5,-10.23,25.44,11.15,22.96,-11.52,0.04940650115954486,6.0,0
-6.14,-4.41,8.56,-1.07,1.37,-0.39,46.27,21.59,16.12,-36.49,-5.59,0.04940548150651728,5.0,0
-9.67,-2.58,-8.35,-0.39,1.42,-0.43,19.67,-37.63,6.34,-41.17,-76.41,0.049380219832410525,6.0,0
-18.84,9.94,-6.79,0.1,-0.47,0.12,2.79,-9.23,17.25,-18.75,86.28,0.049339038710584864,2.0,0
0.09,-78.5,-9.88,-0.12,-0.06,0.17,52.76,14.78,13.34,-33.56,-7.19,0.049273744172566386,3.0,0
-38.54,54.18,46.96,0.6,0.32,0.39,64.13,36.47,18.03,-36.83,-2.04,0.0492635752004805,4.0,0
-9.93,-5.12,2.27,-0.01,0.15,0.12,53.48,12.99,11.61,-33.33,-7.84,0.04922040070291623,5.0,0
-41.55,78.88,-3.51,-0.28,0.42,-0.34,89.2,22.85,5.28,-42.23,0.03,0.049152111508258184,2.0,0
-12.97,-9.18,-9.73,0.43,-0.73,0.18,59.44,10.66,9.01,-45.66,-1.78,0.049086040747889886,1.0,0
-9.21,-4.8,5.26,-0.73,1.38,-0.4,59.44,10.66,9.01,-43.3,-5.02,0.048911992406325995,2.0,0
-9.11,3.09,-4.19,-0.54,0.73,0.25,48.07,-23.92,6.06,-86.53,-153.72,0.04888145333884676,6.0,0
-11.31,0.39,2.82,3.07,-4.53,0.39,48.07,-4.57,1.9,-63.66,40.64,0.04881783525738264,5.0,0
-3.56,-5.4,1.25,0.19,-0.06,-2.09,0.0,0.0,0.0,20.21,12.59,0.04880474052413203,4.0,0
-9.94,-78.5,10.27,0.11,0.22,0.25,54.2,18.72,12.3,-33.98,-4.95,0.04876125370041517,2.0,0
-29.02,-29.71,-5.31,-0.05,0.3,-0.23,54.38,19.62,13.86,-33.67,-6.12,0.048673738075246054,1.0,0
3.19,-14.07,-7.59,2.94,-2.38,0.66,-10.23,25.44,11.15,22.88,-10.95,0.04859004385241455,6.0,0
-8.18,-9.66,4.37,0.58,-0.97,0.16,0.0,0.0,0.0,22.76,-2.98,0.04855330878523167,5.0,0
-28.5,47.6,4.63,0.03,0.27,0.35,56.19,38.61,21.15,-36.27,-6.03,0.04849273129072367,2.0,0
-10.08,-1.61,0.21,0.2,-0.1,0.09,59.25,0.08,8.84,-54.9,-6.67,0.04833598489940709,1.0,0
-44.75,46.15,38.7,0.72,0.94,0.06,54.02,36.11,20.8,-36.03,-3.6,0.048325021332844754,2.0,0
-8.57,-6.57,-1.46,-0.25,-0.06,0.54,45.18,20.52,3.98,-32.19,0.12,0.048286407715714665,1.0,0
-7.95,-12.39,-6.53,-0.44,0.83,0.43,31.96,8.42,-4.46,-5.27,-22.22,0.04828268736007349,3.0,0
-6.53,-6.04,-0.36,-1.18,1.19,-0.36,46.45,31.45,15.25,-18.62,-13.78,0.04823347302588187,1.0,0
-2.01,-17.37,-7.38,0.45,0.11,-1.14,21.09,23.29,7.37,19.67,-26.65,0.04817891699587459,5.0,0
-6.91,-21.14,-16.95,-0.59,0.78,-1.17,0.0,0.0,0.0,4.45,-48.2,0.04814835037020542,6.0,0
-41.01,-50.74,7.67,-0.22,-0.15,-0.44,55.11,18.54,10.4,-34.73,-3.78,0.04812416346550612,2.0,0
-11.89,-10.51,-10.03,-0.47,2.35,0.16,0.0,0.0,0.0,-40.04,-41.59,0.04795908990779762,5.0,0
-4.43,2.06,6.9,1.37,-1.04,0.74,20.83,-38.97,-44.46,-31.9,87.76,0.047818478836687765,5.0,0
-7.96,-7.44,-7.32,-0.57,0.05,-0.24,71.16,8.15,6.32,-47.65,-5.32,0.04775608250164408,4.0,0
-11.31,2.74,3.54,0.62,-0.26,0.09,47.71,-20.52,2.16,-76.39,-21.85,0.04775504447648987,4.0,0
-5.17,2.86,9.09,0.69,-0.11,0.51,20.83,-38.97,-44.46,-31.94,91.38,0.047747465974257844,5.0,0
-0.91,-0.69,8.53,-0.34,0.26,-0.13,306.76,-16.04,262.0,-5.79,94.9,0.04772556639932312,5.0,0
-7.87,-4.96,-6.93,-0.46,0.0,0.55,51.68,26.25,7.1,-28.33,3.28,0.04741265693171023,1.0,0
-2.63,-0.61,9.88,0.1,-0.05,-0.06,183.91,185.58,-139.72,-14.65,83.41,0.0473549179307655,2.0,0
-5.25,-4.88,0.43,0.4,-0.68,0.06,45.18,31.99,13.69,-20.19,-5.99,0.04722713979010188,1.0,0
-56.88,78.34,-3.83,0.11,-0.69,0.22,55.29,17.64,11.61,-35.35,-3.5,0.04707531712872028,2.0,0
-1.03,0.95,9.21,0.01,0.0,0.0,-232.61,164.07,138.72,-8.3,91.51,0.04700845177387553,4.0,0
-76.9,69.23,30.55,-0.23,-0.22,0.43,81.44,18.01,0.6,-43.32,-1.56,0.04677128139826635,2.0,0
-13.31,-2.91,2.42,0.56,-0.09,0.11,84.87,19.98,6.32,-42.32,0.59,0.04675351095879016,6.0,0
-6.94,-20.78,-14.95,-0.65,0.88,-1.19,0.0,0.0,0.0,4.53,-48.12,0.04672178688914373,6.0,0
12.94,78.4,21.74,-0.41,0.28,-0.67,56.01,17.29,10.57,-35.64,-2.5,0.04670077376931857,6.0,0
-9.06,-5.12,-0.63,-0.02,0.1,-0.03,51.32,32.34,22.01,-33.74,-7.82,0.04666360236412839,2.0,0
-8.9,-6.78,-1.58,-0.05,-0.19,0.43,49.87,33.78,18.89,-39.05,-10.12,0.046558261183103224,1.0,0
-8.91,-0.35,-5.22,-0.77,0.87,0.64,54.02,-6.9,15.6,-62.67,-48.1,0.046515242848615246,5.0,0
-7.52,-12.58,-5.82,-0.3,1.1,0.46,31.96,8.42,-4.46,-4.09,-17.45,0.04651408999766965,4.0,0
-7.61,-12.68,-5.98,-0.31,1.0,0.45,31.96,8.42,-4.46,-4.56,-19.33,0.04643841980114078,4.0,0
-10.89,4.8,2.5,-1.11,1.2,-0.52,45.36,-36.83,3.38,-81.71,101.71,0.04637471904510686,6.0,0
68.66,-82.52,25.73,0.12,0.0,2.39,0.0,0.0,0.0,-8.21,-30.63,0.0463161211472425,2.0,1
-8.51,-1.92,-3.61,-0.25,-1.05,-1.34,0.0,0.0,0.0,-47.38,-23.78,0.04623539861589227,4.0,0
-10.8,4.86,2.95,-1.18,1.24,-0.54,45.36,-36.83,3.38,-81.9,99.94,0.04622632737837212,6.0,0
-8.85,-5.52,-14.24,-0.09,0.55,0.42,22.16,-32.61,14.24,-24.24,-71.13,0.046209544440701925,4.0,0
0.0,-66.34,-30.07,1.12,-0.14,0.41,49.33,18.89,11.78,-34.28,-5.91,0.046158024404619115,3.0,0
-61.54,78.88,37.01,0.22,-1.04,0.77,85.59,20.34,2.5,-43.16,2.33,0.0461327168001958,4.0,0
-1.11,1.56,8.91,0.0,0.03,-0.01,-37.6,-156.19,188.14,-11.41,92.76,0.046088922243358,5.0,0
-9.47,3.32,-2.45,0.28,-0.37,-0.23,38.69,-18.19,17.16,-58.83,-74.31,0.04605685828936904,5.0,0
-61.92,67.86,25.47,0.88,-0.51,0.31,55.83,18.89,13.52,-35.47,-5.1,0.04603830703451137,2.0,0
