age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,score_lof,anomaly_vote_count
59,Local-gov,296253,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,60,United-States,0.04993524922541071,1
48,?,151584,Some-college,10,Never-married,?,Not-in-family,White,Male,8614,0,60,United-States,0.04939782768546234,1
42,State-gov,117583,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,0.049258101761166836,1
34,Private,96483,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614,0,60,United-States,0.04860408495124911,2
73,Self-emp-not-inc,102510,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418,0,99,United-States,0.047234674970151665,4
67,Local-gov,191800,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,6360,0,35,United-States,0.04581740400639401,1
38,Private,254439,10th,6,Widowed,Transport-moving,Unmarried,Black,Male,114,0,40,United-States,0.04544419747559823,1
33,Private,175412,9th,5,Divorced,Craft-repair,Unmarried,White,Male,114,0,55,United-States,0.045211500910398064,1
72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,0.04492201160999804,1
35,Private,316141,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,United-States,0.04159755013192528,1
38,Private,22494,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40,United-States,0.04158313583417721,1
41,Private,24763,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,7443,0,40,United-States,0.041258646125995606,1
34,Private,212064,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States,0.04122835858185312,1
34,Private,213307,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,7443,0,35,United-States,0.04121290463959722,1
59,Private,154100,Masters,14,Never-married,Sales,Not-in-family,White,Female,27828,0,45,United-States,0.04081832508552168,1
38,Private,125933,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,45,United-States,0.04058452856494444,1
29,Private,82242,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,27828,0,45,Germany,0.04029837646597563,1
35,Private,202027,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,0.04021311412854891,1
36,Private,184456,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,0.04021133639387944,1
64,Private,66634,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,27828,0,50,United-States,0.04021106068704863,1
41,Private,106679,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,0.0401943976554618,1
25,Private,102476,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,27828,0,50,United-States,0.03979951367509392,1
54,Self-emp-not-inc,28186,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,27828,0,50,United-States,0.039706097882535346,1
47,Self-emp-inc,79627,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50,United-States,0.03964403799808863,1
68,Private,50351,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,6360,0,20,United-States,0.03870284380442504,1
34,Private,50276,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,0.03841643035835619,1
35,Private,275364,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,7430,0,40,Germany,0.038365163247557066,1
25,Private,169905,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,0.03822501801912305,1
64,Private,218490,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,United-States,0.03781393626244532,1
42,Self-emp-not-inc,32546,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States,0.0375851398001226,1
49,State-gov,185800,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,0.03754835016988693,1
37,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,7430,0,45,United-States,0.03742709373130927,1
41,Local-gov,112763,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,United-States,0.0373820099205802,1
36,Self-emp-inc,184456,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,27828,0,55,United-States,0.03717997712446873,1
36,Private,329980,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,40,United-States,0.037102595407289204,1
47,Private,304857,Masters,14,Separated,Tech-support,Not-in-family,White,Male,27828,0,40,United-States,0.0370034472102068,1
42,Self-emp-not-inc,199143,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,44,United-States,0.03698119824334999,1
58,Self-emp-inc,112945,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,0.036838993829523395,1
37,Private,116358,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,27828,0,48,United-States,0.03676390966926726,1
41,Private,529216,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Male,7430,0,45,?,0.03605096339621093,6
55,Self-emp-not-inc,124975,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,27828,0,55,United-States,0.03598027044162461,1
42,Local-gov,195124,11th,7,Divorced,Sales,Unmarried,White,Male,7430,0,50,Puerto-Rico,0.03576611228884998,1
46,Private,133938,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,27828,0,50,United-States,0.035537818417104246,1
51,Self-emp-not-inc,165001,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,25236,0,50,United-States,0.03548551166179729,1
68,Self-emp-inc,52052,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female,25124,0,50,United-States,0.035067597545218654,1
30,Private,116138,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,0.03382305691096088,1
42,Private,46221,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,27828,0,60,?,0.03356637959537291,3
37,Private,109133,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,60,Iran,0.0335663738514806,1
36,Self-emp-not-inc,112497,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,United-States,0.033560988952441424,1
47,Private,233511,Masters,14,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,0.03350952942124997,1
56,Self-emp-inc,70720,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,0.03350619509176491,1
51,Self-emp-inc,54342,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,60,United-States,0.03350619509176491,1
45,Private,148549,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,27828,0,56,United-States,0.03327416194612637,1
53,Self-emp-not-inc,137547,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,27828,0,40,Philippines,0.03318256983937573,5
58,?,353244,Bachelors,13,Widowed,?,Unmarried,White,Female,27828,0,50,United-States,0.03294591286042888,1
37,Self-emp-not-inc,32239,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,27828,0,40,United-States,0.03264844529361241,1
32,Private,170154,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Female,25236,0,50,United-States,0.03156637926913777,1
49,Private,120629,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,27828,0,60,United-States,0.0313089868389574,1
45,Private,187370,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,70,United-States,0.03049667122896479,1
41,Private,182108,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,27828,0,35,United-States,0.02975085840411948,1
73,Private,183213,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Male,25124,0,60,United-States,0.029546146082246108,1
45,Self-emp-inc,191776,Masters,14,Divorced,Sales,Unmarried,White,Female,25236,0,42,United-States,0.029376181436892742,1
59,State-gov,398626,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,45,United-States,0.02920250910905427,3
45,State-gov,190406,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,United-States,0.02880565210167843,3
45,Self-emp-inc,208802,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,36,United-States,0.02880565210167843,1
47,Private,97883,Bachelors,13,Widowed,Priv-house-serv,Unmarried,White,Female,25236,0,35,United-States,0.028560712430022787,1
19,Private,286435,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,594,0,40,United-States,0.026431867983470525,1
46,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,65,United-States,0.026161847606050007,2
43,State-gov,261929,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236,0,64,United-States,0.025475530017735684,3
51,Private,673764,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,0.025329615049477824,1
21,Private,321666,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,594,0,40,United-States,0.02458210203250921,1
37,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,25236,0,25,United-States,0.022277474377695113,1
19,Private,208656,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,594,0,20,United-States,0.02110802221161271,1
20,Private,196745,Some-college,10,Never-married,Other-service,Own-child,White,Female,594,0,16,United-States,0.01963678594364403,1
24,Private,270872,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,594,0,40,?,0.018692847605430073,1
65,?,224472,Prof-school,15,Never-married,?,Not-in-family,White,Male,25124,0,80,United-States,0.01829765776279676,1
24,Private,128061,HS-grad,9,Never-married,Other-service,Own-child,White,Female,594,0,15,United-States,0.0182411349905354,1
56,Self-emp-not-inc,39380,Some-college,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,27828,0,20,United-States,0.01755876058429083,1
26,Private,144483,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,594,0,35,United-States,0.016485023203663463,1
18,Private,198616,12th,8,Never-married,Craft-repair,Own-child,White,Male,594,0,20,United-States,0.016237019165461258,1
22,Local-gov,39236,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,594,0,25,United-States,0.015928083917650954,1
18,Private,199039,12th,8,Never-married,Sales,Own-child,White,Male,594,0,14,United-States,0.015776535627011576,1
39,Private,191227,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,13550,0,50,United-States,0.01574561051082285,1
36,Private,175360,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,0.015706414189709944,1
26,Private,164488,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,50,United-States,0.015683118398479926,1
32,Private,133861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,48,United-States,0.01568311552653377,1
22,Private,100345,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,13550,0,55,United-States,0.015657701675015005,1
17,Private,106733,11th,7,Never-married,Craft-repair,Own-child,White,Male,594,0,40,United-States,0.01564480376483637,1
41,Private,116493,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,13550,0,44,United-States,0.015568671344233937,1
39,Private,209867,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,13550,0,45,United-States,0.015562595742144669,1
75,?,111177,Bachelors,13,Widowed,?,Not-in-family,White,Female,25124,0,16,United-States,0.015470223902013155,1
53,Private,283602,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,13550,0,43,United-States,0.015317413391038993,1
45,Private,229967,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,13550,0,50,United-States,0.01528814395180818,1
31,Private,158162,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,50,United-States,0.015234688418039535,1
27,Private,388998,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,13550,0,46,United-States,0.015182275400724874,1
30,Private,347166,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,45,United-States,0.01518227252877872,1
27,Private,186454,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,United-States,0.015127895100294568,1
35,Private,188069,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,55,?,0.01507069311276773,1
43,Federal-gov,105936,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,13550,0,40,United-States,0.015058511753154572,1
44,Federal-gov,281739,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,0.015020567600564914,1
55,Private,163083,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,14084,0,45,United-States,0.014920500380713147,1
40,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,0.01490335773411856,4
36,Federal-gov,192443,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,13550,0,40,United-States,0.01488137011436179,1
32,Private,159442,Prof-school,15,Never-married,Sales,Not-in-family,White,Female,13550,0,50,United-States,0.014827847089858522,1
51,Private,196501,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,0.014789691849226525,1
28,Private,183597,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany,0.014736411504173288,1
37,Self-emp-not-inc,164526,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,45,United-States,0.014727102090714358,1
31,Private,72630,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,0.014720769449444285,1
53,Self-emp-inc,42924,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,0.014651532571558157,1
49,Private,153536,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,44,United-States,0.014636844002952358,1
31,Private,345122,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,50,United-States,0.014575392971090341,1
56,Private,295067,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,45,United-States,0.0145380562351123,1
25,Self-emp-not-inc,368115,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,35,United-States,0.014514036713451415,1
29,Private,124680,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States,0.01445637665051298,1
38,Private,82552,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,594,0,50,United-States,0.014439549917995358,1
30,Local-gov,125159,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,14084,0,45,?,0.014438523197245222,1
45,Self-emp-not-inc,319122,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,14084,0,45,United-States,0.014431680785532773,1
37,Private,82576,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,36,United-States,0.014424694776512613,1
32,Private,167990,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,40,United-States,0.01442469190456646,1
44,Private,75227,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,0.014418151047200206,1
54,Private,155233,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,14084,0,40,United-States,0.014416393416153818,1
40,Private,175935,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,14084,0,40,United-States,0.014409216422714402,1
58,Private,150560,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,14084,0,40,United-States,0.014408145186798876,1
55,?,141807,HS-grad,9,Never-married,?,Not-in-family,White,Male,13550,0,40,United-States,0.014377653734479436,1
62,State-gov,202056,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,0.014344946575702011,1
40,Private,105794,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,0.014335688857273857,1
20,?,66695,Some-college,10,Never-married,?,Own-child,Other,Female,594,0,35,United-States,0.014307803696089381,2
44,Private,110396,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,56,United-States,0.014259691418140676,1
31,Private,45781,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,0.014226171498601604,1
32,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,United-States,0.014223151647220433,1
40,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,0.014191390794700826,1
17,Private,191260,11th,7,Never-married,Other-service,Own-child,White,Male,594,0,10,United-States,0.014169341428101742,1
32,Private,252752,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,60,United-States,0.014167543589809194,1
24,Self-emp-inc,493034,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,13550,0,50,United-States,0.014163637743039444,1
36,Private,297449,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,0.014138663299282277,1
18,?,169882,Some-college,10,Never-married,?,Own-child,White,Female,594,0,15,United-States,0.01404716022286242,1
